,dropout,male,math_ss,read_ss,gifted,ever_alternative,iep,pct_days_absent,gpa,frpl,ell,race_num
2270,0,1.0,24.0,22.0,0,0,0,11.703279,2.7097001,1.0,0,1
2271,1,1.0,19.0,35.0,0,0,1,2.2657142000000006,3.7566667000000002,1.0,0,0
2272,0,1.0,59.0,65.0,1,0,0,11.050847000000001,2.2159299999999997,1.0,0,0
2273,0,0.0,65.0,66.0,1,0,0,9.46383,3.42325,0.0,0,0
2274,0,0.0,32.0,50.0,0,0,0,3.4942858,3.6394998999999997,1.0,0,0
2275,0,1.0,80.0,62.0,0,0,0,1.3235725,3.5855,0.0,0,2
2276,0,1.0,28.0,46.0,0,0,0,1.4725435,1.354516,1.0,0,0
2277,1,1.0,67.0,45.0,0,1,1,4.6831684000000005,1.7750001,1.0,0,0
2278,1,1.0,-1.0,-1.0,0,0,0,15.574128,2.54985,1.0,0,0
2279,0,0.0,34.0,56.0,0,0,0,13.07265,2.6956999,1.0,0,0
2280,1,0.0,0.0,-1.0,0,1,0,9.9942856,3.0166667,1.0,0,1
2281,0,0.0,51.0,80.0,0,0,0,13.649857,2.1335498999999998,0.0,0,1
2282,0,0.0,33.0,52.0,0,0,0,0.60225672,2.45,1.0,0,0
2283,1,1.0,58.0,49.0,1,0,0,3.2965617,3.0892049999999998,0.0,0,4
2284,1,1.0,-1.0,11.0,0,1,1,6.8748178,2.3900001,1.0,0,0
2285,0,1.0,32.0,23.0,0,0,0,6.297935,1.714,1.0,0,0
2286,0,1.0,63.0,30.0,1,0,0,1.6997041000000002,3.2372499,1.0,0,0
2287,0,1.0,23.0,35.0,0,0,0,0.80487806,2.05,0.0,0,2
2288,0,0.0,60.0,74.0,1,0,0,5.8323264,3.747,0.0,0,0
2289,0,0.0,31.0,62.0,0,0,0,1.7453183,3.3499651,1.0,0,0
2290,0,1.0,55.0,63.0,1,0,0,28.702127,1.3159999999999998,0.0,0,0
2291,1,0.0,6.0,15.0,0,0,0,75.426476,1.25,1.0,0,0
2292,0,1.0,56.0,50.0,1,0,0,5.7436261,3.4325001000000004,0.0,0,0
2293,1,1.0,25.0,34.0,0,0,0,13.976745000000001,1.16652,0.0,0,0
2294,0,1.0,64.0,50.0,0,0,0,3.6002827000000006,3.575,0.0,0,0
2295,0,1.0,18.0,34.0,0,0,1,7.849645599999999,2.7895,1.0,0,0
2296,0,1.0,46.0,42.0,0,0,0,13.49375,1.6075001,0.0,0,0
2297,0,1.0,25.0,31.0,0,0,0,10.683474,2.0565,1.0,0,0
2298,0,0.0,47.0,51.0,0,0,0,12.143713,2.8099998999999998,1.0,0,0
2299,0,0.0,25.0,46.0,0,0,0,18.713287,2.6415501,1.0,0,0
2300,0,1.0,55.0,61.0,1,0,0,3.7259888999999995,2.7934999,0.0,0,0
2301,0,0.0,42.0,52.0,1,0,0,7.8698144,3.2446499,1.0,0,0
2302,0,0.0,37.0,51.0,0,0,0,6.2720795,3.2974,0.0,0,0
2303,1,1.0,37.0,56.0,0,0,0,25.921659,0.0,1.0,0,0
2304,0,0.0,65.0,80.0,1,0,0,19.711964000000002,1.7672,1.0,0,0
2305,1,0.0,28.0,20.0,0,1,0,12.06562,1.5893,0.0,0,0
2306,1,1.0,16.0,28.0,0,1,0,3.7449276,3.4300001000000004,1.0,0,1
2307,0,1.0,6.0,34.0,0,0,1,5.236887,2.2566667000000002,1.0,0,1
2308,0,0.0,24.0,39.0,0,0,0,6.1358938,1.6605,1.0,0,0
2309,0,0.0,8.0,37.0,0,1,0,5.7277937,2.8305001,1.0,0,0
2310,0,0.0,-1.0,-1.0,0,0,0,8.7934008,1.7836,1.0,0,0
2311,0,0.0,-1.0,-1.0,0,0,1,2.6429942000000004,3.7195001000000003,1.0,0,0
2312,0,0.0,11.0,22.0,0,1,0,2.9030838,2.19753,0.0,0,0
2313,0,0.0,46.0,51.0,1,0,0,2.6379311000000003,3.1490002,1.0,0,1
2314,0,0.0,-1.0,-1.0,0,0,0,1.0129125,3.5949998,0.0,0,0
2315,0,0.0,-1.0,-1.0,0,0,0,5.788922299999999,3.303,1.0,0,0
2316,0,1.0,13.0,29.0,0,0,0,13.585320999999999,2.8210001,1.0,0,1
2317,0,1.0,77.0,62.0,1,0,0,3.5581013999999995,2.77425,0.0,0,0
2318,0,0.0,51.0,55.0,0,0,1,16.1793,2.9345,1.0,0,0
2319,0,0.0,78.0,80.0,0,0,0,3.0476878,3.9850001000000006,0.0,0,0
2320,0,1.0,57.0,51.0,0,1,0,4.122571,1.75525,1.0,0,0
2321,1,1.0,-1.0,-1.0,0,0,1,13.736842000000001,0.57128668,-1.0,0,0
2322,0,0.0,61.0,52.0,0,0,0,10.317072999999999,2.8099998999999998,1.0,0,0
2323,0,0.0,19.0,46.0,0,0,0,5.806818499999999,1.8541501,1.0,0,1
2324,0,1.0,32.0,37.0,0,0,0,6.0071425000000005,2.2939,1.0,1,2
2325,0,1.0,48.0,48.0,1,0,0,4.278409,3.511615,0.0,0,0
2326,0,1.0,18.0,24.0,0,0,0,10.034091,1.8050001,1.0,0,0
2327,0,0.0,43.0,68.0,1,0,0,9.3486652,1.732,0.0,0,0
2328,0,0.0,19.0,47.0,0,0,1,2.2093375,3.7195001000000003,1.0,0,0
2329,0,0.0,-1.0,-1.0,0,1,0,14.973846,2.3965001,1.0,0,1
2330,0,0.0,50.0,73.0,0,0,0,6.6070924,2.8344998,1.0,0,0
2331,1,0.0,23.0,44.0,0,0,0,24.507593,1.1169666999999999,1.0,0,3
2332,0,1.0,43.0,53.0,0,0,0,2.4303977000000003,3.0089998,0.0,0,0
2333,0,1.0,64.0,80.0,1,0,0,0.01719198,3.9189998999999998,0.0,0,0
2334,0,0.0,0.0,-1.0,0,0,0,0.23328592,2.872,0.0,0,0
2335,0,1.0,43.0,36.0,0,0,0,4.7886906,2.3414998,1.0,0,0
2336,0,0.0,66.0,70.0,0,1,0,1.8023255,3.2302001000000002,1.0,0,-1
2337,0,0.0,-1.0,-1.0,0,0,0,0.64613181,2.7590001,0.0,0,0
2338,0,0.0,68.0,62.0,0,0,0,3.4267239999999997,2.9780450000000003,0.0,0,0
2339,0,0.0,16.0,38.0,0,0,0,0.0,1.9660001,1.0,0,0
2340,0,1.0,32.0,41.0,0,0,0,7.7567568,1.600595,1.0,0,0
2341,0,1.0,59.0,56.0,1,0,0,4.7957144,3.01,0.0,0,0
2342,0,0.0,21.0,39.0,0,1,1,2.50753,1.9775,0.0,0,0
2343,0,0.0,46.0,59.0,0,0,0,3.6125357000000005,2.9625001,1.0,0,0
2344,0,1.0,49.0,75.0,0,1,0,1.8267046000000002,3.207,0.0,0,0
2345,0,1.0,55.0,49.0,0,0,0,10.58432,2.5105,1.0,0,0
2346,0,0.0,61.0,64.0,0,0,0,3.0056979999999998,4.0,0.0,0,0
2347,0,0.0,0.0,-1.0,0,0,0,4.5321636,2.0,0.0,0,1
2348,0,0.0,-1.0,-1.0,0,0,0,3.4942858,3.214,1.0,0,0
2349,0,0.0,70.0,45.0,0,0,0,8.2183552,3.63675,1.0,0,0
2350,0,1.0,49.0,56.0,0,0,0,5.5661016,3.6192297999999994,0.0,0,0
2351,1,0.0,-1.0,-1.0,0,0,0,2.3104763,4.0,0.0,0,0
2352,0,1.0,64.0,51.0,1,1,0,7.5692887,1.655,0.0,0,0
2353,1,0.0,-1.0,27.0,0,1,0,0.2857143,3.4347999,0.0,0,1
2354,0,1.0,-1.0,-1.0,0,0,0,9.114370300000001,2.764585,1.0,1,2
2355,1,0.0,31.0,66.0,0,0,0,30.014084000000004,2.5999999,1.0,0,0
2356,0,1.0,47.0,52.0,0,0,1,5.438218099999999,2.4254999,1.0,0,0
2357,0,1.0,50.0,47.0,0,0,0,14.235807999999999,2.7265,1.0,0,0
2358,0,0.0,62.0,61.0,0,1,0,9.9696455,2.0250001,1.0,0,0
2359,0,0.0,29.0,34.0,0,1,0,16.736956,1.7059598999999999,1.0,0,0
2360,0,1.0,22.0,45.0,0,1,0,11.5,1.9395,1.0,0,0
2361,0,0.0,80.0,68.0,1,1,0,3.1091444,4.0,0.0,0,0
2362,0,0.0,39.0,38.0,0,1,0,2.7503526000000003,2.0311999,0.0,0,0
2363,1,1.0,47.0,48.0,0,0,0,15.697395000000002,1.0,1.0,0,0
2364,0,1.0,36.0,38.0,0,0,0,23.331682,2.0909332999999997,0.0,0,0
2365,0,0.0,62.0,55.0,1,0,0,1.5058652,3.585,1.0,0,0
2366,0,1.0,57.0,53.0,0,1,0,42.627064000000004,2.31885,1.0,0,0
2367,1,0.0,10.0,32.0,0,0,0,14.060992,0.79404998,1.0,0,1
2368,0,0.0,-1.0,-1.0,0,1,0,0.0,-1.0,1.0,0,1
2369,1,1.0,-1.0,-1.0,0,0,0,16.232733,1.5956,1.0,0,0
2370,0,1.0,42.0,48.0,0,0,0,0.51262134,2.5109999,1.0,0,0
2371,0,1.0,77.0,69.0,1,0,0,1.2624111999999998,4.0,0.0,0,0
2372,0,1.0,0.0,39.0,0,0,1,7.5527864000000005,3.359,1.0,0,0
2373,0,1.0,46.0,50.0,0,1,0,14.501449,1.0924667,0.0,0,0
2374,0,1.0,59.0,34.0,1,0,0,5.925656299999999,2.1945,0.0,1,2
2375,0,0.0,63.0,71.0,0,0,0,8.9266186,3.5669998999999994,0.0,0,0
2376,0,0.0,33.0,55.0,0,0,0,4.8122334,3.8199998999999996,0.0,0,0
2377,0,0.0,39.0,57.0,0,0,0,2.6700881,3.645,1.0,0,0
2378,0,1.0,74.0,57.0,1,0,0,2.7831151000000003,3.7649998999999994,1.0,0,0
2379,0,0.0,-1.0,-1.0,0,0,0,6.9629631,1.38,0.0,0,0
2380,0,1.0,41.0,55.0,0,0,0,1.9865872,3.4851998999999996,0.0,0,0
2381,1,1.0,0.0,-1.0,0,0,1,3.6857142,2.707,1.0,0,1
2382,0,0.0,35.0,26.0,0,0,0,10.65483,2.0335,1.0,0,0
2383,0,1.0,-1.0,-1.0,0,1,0,4.755013900000001,2.9820499,0.0,0,0
2384,0,0.0,34.0,50.0,0,0,0,1.5649073,3.1195998,1.0,0,0
2385,0,1.0,59.0,66.0,0,0,0,1.2835821000000003,3.9577,0.0,0,0
2386,0,1.0,-1.0,-1.0,0,0,0,2.8632478999999997,2.3235002000000002,0.0,0,0
2387,0,0.0,-1.0,-1.0,0,0,0,6.3615494,3.080045,1.0,0,1
2388,0,1.0,25.0,38.0,0,0,0,5.772727,1.7444998999999999,1.0,0,0
2389,0,0.0,31.0,43.0,0,0,0,14.452723,3.2969998999999994,0.0,0,0
2390,0,0.0,52.0,63.0,0,0,0,0.23428573,3.6405001000000006,0.0,0,0
2391,0,0.0,27.0,45.0,0,0,0,7.9628568,2.6443667,0.0,0,1
2392,0,1.0,44.0,41.0,0,0,0,2.9258203999999997,2.2,1.0,0,1
2393,0,0.0,61.0,61.0,1,0,0,5.0462427000000005,3.5824849999999997,1.0,0,0
2394,0,0.0,68.0,80.0,0,0,0,2.313669,3.7250699999999997,0.0,0,0
2395,0,1.0,80.0,70.0,0,1,0,7.364093799999999,2.25,1.0,0,0
2396,0,0.0,80.0,63.0,0,0,0,7.5638452,3.7384,0.0,0,0
2397,1,0.0,77.0,48.0,1,1,0,4.2171430999999995,2.7919002,0.0,0,0
2398,0,1.0,24.0,38.0,0,1,0,3.0241477000000003,2.6185,1.0,0,0
2399,1,0.0,-1.0,-1.0,0,1,0,7.2457147,2.7780001,0.0,0,4
2400,0,1.0,-1.0,-1.0,0,0,0,3.3557143,2.0051498,0.0,0,2
2401,1,1.0,-1.0,-1.0,0,0,0,24.331404,0.62199998,1.0,0,0
2402,0,0.0,-1.0,45.0,0,0,0,16.406129999999997,2.8024001,1.0,0,0
2403,0,1.0,53.0,43.0,1,0,0,5.214993,2.665,0.0,0,0
2404,0,0.0,36.0,45.0,0,0,0,10.547058999999999,1.8675001,1.0,0,0
2405,0,0.0,37.0,30.0,0,1,0,5.5266185,2.1963551,1.0,0,1
2406,0,0.0,-1.0,-1.0,0,0,0,14.643204,0.96700001,1.0,0,0
2407,0,1.0,-1.0,-1.0,1,0,0,7.596044999999999,2.3070002,0.0,1,1
2408,1,1.0,24.0,38.0,1,1,0,10.338409,1.4416666,1.0,0,0
2409,0,1.0,48.0,49.0,0,0,0,0.8321478999999999,2.947,0.0,0,0
2410,0,1.0,80.0,64.0,1,0,0,6.1199422,3.9520001000000002,0.0,0,0
2411,0,1.0,58.0,66.0,0,0,0,1.5934378999999999,3.1849998999999998,0.0,0,0
2412,0,0.0,55.0,50.0,0,0,0,6.541310299999999,2.9879498,1.0,0,0
2413,0,1.0,17.0,22.0,0,0,0,5.8227668,2.5708499,1.0,0,2
2414,0,0.0,45.0,45.0,0,0,0,4.0257144,3.04105,1.0,0,0
2415,0,0.0,68.0,69.0,0,0,0,4.982658900000001,2.0106666,1.0,0,0
2416,0,1.0,30.0,47.0,0,0,0,12.169014,2.74,1.0,0,0
2417,1,1.0,18.0,20.0,0,1,0,11.910781,2.108825,1.0,0,0
2418,1,1.0,-1.0,-1.0,0,1,0,13.974212,-1.0,0.0,0,0
2419,0,0.0,45.0,53.0,0,0,0,2.7814286,2.7649999,0.0,0,0
2420,0,1.0,43.0,29.0,0,0,1,11.572254,2.10975,1.0,0,0
2421,0,1.0,-1.0,15.0,0,1,1,12.026317,2.1319999999999997,1.0,0,0
2422,0,0.0,60.0,74.0,0,0,0,1.7291667000000002,3.27969,0.0,0,0
2423,0,1.0,65.0,57.0,0,0,0,4.1168828,3.1700001,0.0,0,0
2424,0,0.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0,1
2425,0,1.0,16.0,53.0,0,1,0,8.2650795,2.7246351000000004,1.0,0,1
2426,1,1.0,-1.0,-1.0,0,1,0,0.0,-1.0,0.0,0,1
2427,1,1.0,59.0,43.0,0,0,0,15.746725,2.329,1.0,0,3
2428,0,1.0,70.0,48.0,1,0,0,2.6695778,2.97612,0.0,0,1
2429,0,1.0,29.0,39.0,0,0,0,16.841642,1.475,0.0,0,0
2430,0,0.0,-1.0,-1.0,0,0,0,15.337501000000001,3.5,0.0,0,0
2431,0,0.0,41.0,51.0,0,0,0,5.433382,1.949975,0.0,0,0
2432,0,1.0,62.0,49.0,0,0,0,3.0214286,2.1429,1.0,0,1
2433,0,1.0,50.0,52.0,0,0,0,3.1536274,2.0908499,1.0,0,-1
2434,0,0.0,29.0,37.0,0,0,0,7.2292547,2.5416999,0.0,0,0
2435,0,0.0,65.0,70.0,1,1,0,2.1457143,3.4191,0.0,0,2
2436,0,0.0,23.0,33.0,0,0,0,5.6230941,2.197,1.0,1,0
2437,0,1.0,48.0,53.0,0,0,0,2.1985714,3.38995,1.0,0,1
2438,0,0.0,54.0,80.0,1,0,0,1.4354837999999999,3.7558998999999997,0.0,0,4
2439,0,0.0,50.0,62.0,0,0,0,6.0828576,3.5749998,1.0,0,0
2440,0,1.0,-1.0,-1.0,0,0,0,5.552785900000001,2.2620001,0.0,0,0
2441,0,0.0,80.0,51.0,0,0,0,6.4014087,3.3158,1.0,0,0
2442,0,0.0,-1.0,-1.0,0,0,0,3.5657141,2.74545,0.0,0,0
2443,0,1.0,-1.0,-1.0,0,1,0,3.21875,3.2560000000000002,1.0,0,0
2444,0,0.0,39.0,45.0,0,0,0,8.1737289,3.0567333999999997,0.0,0,0
2445,0,0.0,43.0,48.0,1,0,0,6.4546741999999995,1.6240001,1.0,0,0
2446,0,0.0,52.0,56.0,0,0,0,4.440528400000001,3.3038498999999995,0.0,0,0
2447,1,0.0,22.0,55.0,0,0,0,26.336401000000002,2.0,1.0,0,2
2448,0,0.0,8.0,39.0,0,0,0,1.402439,2.76,0.0,0,0
2449,1,0.0,42.0,34.0,0,1,0,6.4862518,2.3625,1.0,0,0
2450,0,0.0,53.0,32.0,0,1,0,6.1771426,3.4345,0.0,0,0
2451,0,1.0,14.0,18.0,1,0,1,3.6567795,2.3885,0.0,0,0
2452,0,0.0,44.0,51.0,0,0,0,5.195714,3.3222748999999996,1.0,0,0
2453,0,1.0,56.0,39.0,0,1,1,19.512646,2.6589999,1.0,0,0
2454,0,1.0,80.0,73.0,1,0,0,3.7098675,4.0,1.0,0,0
2455,1,0.0,32.0,59.0,0,1,0,18.842222,2.1115999,1.0,0,0
2456,0,1.0,73.0,56.0,0,1,0,0.22571428,3.8954998999999995,0.0,0,3
2457,0,1.0,-1.0,33.0,0,0,1,1.3553008999999998,3.1443574,0.0,0,0
2458,1,0.0,14.0,22.0,0,0,1,6.748169900000001,2.49,1.0,0,0
2459,1,0.0,-1.0,-1.0,0,0,0,6.1149426,3.46,-1.0,0,2
2460,0,1.0,-1.0,44.0,0,1,1,1.4906367,-1.0,0.0,0,1
2461,0,0.0,-1.0,-1.0,0,0,0,25.896553,2.8269999,0.0,1,-1
2462,0,0.0,33.0,56.0,0,0,0,4.0854702000000005,3.2940001000000003,0.0,0,0
2463,0,0.0,59.0,56.0,1,1,0,7.553008599999999,2.625,0.0,0,0
2464,0,1.0,80.0,51.0,1,0,0,2.9725831,3.6342149,0.0,0,0
2465,1,1.0,27.0,35.0,0,1,0,30.473570000000002,0.62959999,1.0,0,1
2466,0,1.0,1.0,11.0,0,0,0,4.9775281,2.49,1.0,0,1
2467,0,1.0,56.0,35.0,0,0,0,5.0042919999999995,3.7750001,1.0,0,0
2468,0,1.0,-1.0,-1.0,0,1,0,0.0,0.88999999,-1.0,0,0
2469,0,1.0,52.0,57.0,0,0,0,3.5726619,3.6923498999999995,1.0,0,0
2470,0,0.0,-1.0,-1.0,0,0,0,3.8583812999999996,2.378,1.0,0,0
2471,0,1.0,61.0,77.0,1,0,0,10.477942,2.355,1.0,0,0
2472,0,0.0,64.0,59.0,0,0,0,1.8598265999999999,2.75,1.0,0,0
2473,0,0.0,-1.0,-1.0,0,0,0,8.7352028,3.016,1.0,0,0
2474,0,0.0,-1.0,-1.0,0,0,0,6.7225432000000005,2.6900001000000002,0.0,0,0
2475,0,1.0,37.0,70.0,0,0,0,7.5265145,2.335,1.0,0,0
2476,0,0.0,31.0,46.0,0,0,0,6.0071425000000005,3.3994,1.0,0,0
2477,0,0.0,52.0,80.0,1,1,0,4.858773200000001,2.5939851000000003,1.0,0,2
2478,0,1.0,-1.0,-1.0,0,0,0,3.4813752,3.28,0.0,0,0
2479,0,0.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0,1
2480,1,0.0,66.0,76.0,0,0,0,8.9808254,1.92925,0.0,0,0
2481,0,0.0,52.0,76.0,0,0,1,2.1731045,2.1099999,1.0,0,0
2482,1,0.0,80.0,69.0,0,0,0,0.96186441,3.7263998999999997,1.0,0,0
2483,1,1.0,-1.0,-1.0,0,0,0,14.818604,1.69145,1.0,0,0
2484,0,1.0,-1.0,28.0,0,0,0,4.5550723,2.5600002,1.0,0,0
2485,0,0.0,-1.0,-1.0,0,0,0,0.52173913,3.233,0.0,0,0
2486,0,1.0,-1.0,-1.0,0,0,0,0.25,2.2857001,0.0,0,0
2487,0,0.0,52.0,50.0,0,1,0,13.927907000000001,2.98475,1.0,0,0
2488,1,1.0,68.0,41.0,0,0,0,12.487216,1.071,1.0,0,0
2489,0,1.0,52.0,60.0,0,0,0,9.6932945,2.997,0.0,0,0
2490,0,0.0,-1.0,-1.0,0,0,0,4.3585715,2.5669999,0.0,0,0
2491,0,1.0,65.0,58.0,1,1,0,0.69727403,3.9594998,0.0,0,0
2492,0,1.0,80.0,80.0,1,1,0,9.2268906,3.0634999,0.0,0,0
2493,1,1.0,32.0,38.0,0,1,0,18.763803,2.8439999,1.0,0,0
2494,0,1.0,56.0,59.0,0,1,0,5.0216136,3.187,0.0,0,0
2495,1,1.0,40.0,52.0,0,0,0,18.377874,2.329025,1.0,0,0
2496,0,0.0,80.0,80.0,0,0,0,2.3838383999999997,3.773,0.0,0,0
2497,0,1.0,21.0,28.0,0,0,0,8.300000200000001,2.707,0.0,0,0
2498,0,0.0,38.0,38.0,0,0,0,4.5830989,2.1996751,0.0,0,0
2499,0,0.0,8.0,32.0,0,1,1,6.0874524,2.91395,1.0,0,1
2500,0,1.0,14.0,26.0,0,1,0,10.259481,2.9555001,1.0,0,0
2501,0,0.0,37.0,54.0,1,0,0,3.6944835,2.8540001,0.0,0,0
2502,1,1.0,0.0,-1.0,0,1,1,29.647058,0.66684997,1.0,0,1
2503,0,0.0,-1.0,-1.0,0,1,0,19.185817999999998,1.986675,1.0,0,1
2504,0,1.0,-1.0,-1.0,0,0,0,5.702857,3.6028152,0.0,0,0
2505,1,1.0,-1.0,-1.0,0,0,0,6.909605,2.8333001,0.0,0,1
2506,0,0.0,80.0,71.0,1,0,1,4.7095046,3.6595001000000003,1.0,0,1
2507,0,0.0,42.0,50.0,0,0,0,8.2229891,2.355,1.0,0,0
2508,1,0.0,0.0,-1.0,0,1,1,4.934210299999999,2.5834999,1.0,0,0
2509,0,0.0,42.0,46.0,0,0,0,5.337225900000001,1.3715,0.0,0,0
2510,0,1.0,54.0,72.0,0,1,0,15.208731,3.1799998,1.0,0,0
2511,0,1.0,38.0,46.0,0,0,0,0.6203438,2.0,1.0,0,0
2512,0,0.0,-1.0,-1.0,0,0,0,4.1098132000000005,2.8842001,0.0,0,0
2513,0,1.0,80.0,71.0,1,0,0,3.8232760000000003,3.9029998999999997,0.0,0,1
2514,0,0.0,80.0,49.0,1,0,0,11.361112,2.80651,0.0,0,1
2515,0,1.0,55.0,43.0,1,0,0,4.7670455,3.1065001,0.0,0,0
2516,0,1.0,31.0,41.0,0,0,0,4.870451,2.4724998,0.0,0,0
2517,0,1.0,37.0,49.0,0,0,0,8.9584532,2.846,1.0,0,0
2518,0,0.0,-1.0,-1.0,0,1,0,10.458051,3.0,1.0,0,0
2519,0,0.0,-1.0,-1.0,0,0,1,4.0343795,-1.0,1.0,0,0
2520,1,1.0,0.0,-1.0,0,1,1,13.689815,3.8422,1.0,0,1
2521,0,0.0,65.0,55.0,0,0,0,6.0971432,3.1732001,0.0,0,0
2522,0,1.0,-1.0,-1.0,0,0,0,17.043859,1.509625,1.0,0,0
2523,0,1.0,40.0,19.0,0,0,0,7.2992907,2.47,1.0,0,2
2524,0,1.0,70.0,56.0,1,0,0,1.6671449,3.5949998,0.0,0,0
2525,0,0.0,34.0,41.0,0,0,0,7.3827333,1.6345,0.0,0,0
2526,0,1.0,59.0,47.0,0,0,1,18.757813,2.3878999,1.0,0,0
2527,0,1.0,80.0,80.0,1,0,0,0.51017445,4.0,0.0,0,0
2528,0,1.0,-1.0,-1.0,0,0,0,3.3437502,1.60095,1.0,0,2
2529,0,0.0,51.0,33.0,1,1,0,7.6078715,3.885,1.0,0,0
2530,0,0.0,61.0,71.0,1,0,0,0.43352601,4.0,1.0,0,0
2531,0,1.0,50.0,50.0,1,0,0,0.9570200999999999,3.424,0.0,0,0
2532,0,1.0,-1.0,-1.0,0,1,0,13.322751,2.0545001,1.0,0,0
2533,0,0.0,27.0,52.0,0,0,0,3.0228572,2.5263332999999997,0.0,0,0
2534,0,1.0,37.0,50.0,0,0,0,0.83142859,3.23085,1.0,0,0
2535,0,0.0,66.0,55.0,1,0,0,2.8167612999999996,3.3575798999999997,0.0,0,0
2536,0,1.0,80.0,80.0,1,1,0,5.325072799999999,3.9805,1.0,0,0
2537,1,1.0,18.0,24.0,0,1,0,7.1786742,1.3487,0.0,0,0
2538,0,0.0,68.0,59.0,0,1,0,20.828413,2.2946501,1.0,0,2
2539,0,0.0,28.0,64.0,0,0,0,16.179845999999998,2.5539,1.0,0,0
2540,0,1.0,-1.0,-1.0,0,0,0,2.2727272999999997,2.855,0.0,0,0
2541,0,1.0,22.0,23.0,0,1,0,5.1313133,1.4154999,1.0,0,0
2542,0,1.0,-1.0,23.0,1,0,0,4.6542859000000005,3.1694497999999998,1.0,0,1
2543,1,1.0,22.0,40.0,0,1,0,13.353629999999999,1.1406667,1.0,0,1
2544,0,1.0,64.0,66.0,0,0,0,2.4739804,3.6125,0.0,0,0
2545,0,1.0,29.0,51.0,0,0,1,13.144948999999999,1.8305,1.0,0,0
2546,1,1.0,-1.0,-1.0,0,1,0,13.537167000000002,1.8696001,0.0,0,3
2547,1,1.0,-1.0,-1.0,0,1,0,14.907855,2.0281301,1.0,0,0
2548,0,0.0,73.0,60.0,0,0,0,1.1627907,3.7955,0.0,0,0
2549,1,0.0,63.0,58.0,1,0,0,1.1807747,3.6424999,0.0,0,0
2550,0,1.0,59.0,45.0,0,0,1,4.313643,3.49875,0.0,0,0
2551,0,0.0,64.0,41.0,1,0,0,9.577259100000001,3.5475001000000006,1.0,0,0
2552,0,0.0,-1.0,-1.0,0,1,0,5.073132,2.9809999,1.0,0,1
2553,0,1.0,44.0,39.0,0,1,0,24.191010000000002,1.5176001000000001,1.0,0,0
2554,0,0.0,42.0,80.0,1,1,0,4.054545399999999,2.96755,0.0,0,0
2555,0,1.0,44.0,31.0,0,0,0,8.8375177,2.606375,1.0,0,0
2556,1,0.0,65.0,80.0,1,0,0,0.47338131,3.6995001000000003,1.0,0,0
2557,0,0.0,-1.0,-1.0,0,0,0,7.7883897,0.95822001,0.0,0,0
2558,0,1.0,6.0,36.0,0,0,1,10.231321000000001,1.9225,1.0,0,0
2559,1,1.0,28.0,36.0,0,0,0,88.888885,0.73299998,0.0,0,0
2560,0,1.0,80.0,66.0,1,0,0,2.7532468,3.3185,1.0,0,0
2561,0,0.0,27.0,43.0,0,0,0,3.6531794,1.9055001,1.0,0,0
2562,1,1.0,31.0,33.0,0,0,0,15.883064000000001,1.4695001,1.0,0,0
2563,0,0.0,0.0,-1.0,0,0,0,5.7179108,2.6176,1.0,0,1
2564,1,0.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0,1
2565,1,1.0,-1.0,-1.0,0,0,0,3.5135136,2.082,0.0,0,0
2566,0,1.0,64.0,62.0,0,0,0,7.439306299999999,2.4485002000000002,0.0,0,0
2567,0,1.0,37.0,47.0,1,0,0,2.8636362999999996,3.8039998999999995,0.0,0,0
2568,1,1.0,0.0,-1.0,0,1,1,33.333332,1.65055,1.0,0,0
2569,0,1.0,58.0,62.0,0,0,0,5.1926464999999995,2.8413501,0.0,0,0
2570,0,1.0,57.0,59.0,0,0,0,1.1151079,3.9856849000000003,0.0,0,0
2571,1,1.0,-1.0,2.0,0,0,1,15.642087,1.484,1.0,0,0
2572,0,0.0,70.0,70.0,0,0,0,5.9424458,2.6529999,0.0,0,0
2573,0,1.0,80.0,66.0,1,0,0,0.99571431,3.4579,0.0,0,0
2574,0,1.0,46.0,35.0,0,1,1,3.7195301,3.2319,1.0,0,0
2575,0,1.0,50.0,46.0,0,0,0,0.48554912,3.1905699,0.0,0,0
2576,1,1.0,23.0,41.0,0,0,0,21.550915,0.63319999,1.0,0,1
2577,1,1.0,39.0,38.0,0,0,0,6.980805900000001,1.5072999,1.0,0,0
2578,0,1.0,39.0,65.0,1,0,0,0.43926555,3.2260001,0.0,0,2
2579,0,1.0,68.0,50.0,0,0,0,9.1228819,2.8399,0.0,0,0
2580,0,1.0,4.0,43.0,0,0,1,4.3410405999999995,2.2335,0.0,0,3
2581,0,1.0,6.0,7.0,0,0,0,21.159527,1.6952,0.0,0,0
2582,0,1.0,77.0,75.0,1,0,0,1.6762178,4.0,0.0,0,0
2583,1,0.0,46.0,51.0,0,1,0,11.41094,1.4656501,1.0,0,0
2584,0,0.0,29.0,59.0,0,0,0,3.6569343,3.0265,1.0,0,0
2585,0,1.0,26.0,32.0,0,0,0,1.8715728999999999,3.2073851,0.0,0,0
2586,0,0.0,43.0,64.0,0,0,0,5.8342748,1.7595,1.0,0,0
2587,0,1.0,9.0,44.0,0,0,0,1.7584188000000003,1.9974999,1.0,0,0
