sid,dropout,male,race_num,math_ss,read_ss,scale_score_11_math,scale_score_11_read,gifted,ever_alternative,iep,pct_days_absent,gpa,frpl,ell
5781,0,1.0,0,22.0,41.0,16.0,19.0,0,1,1,0.0,2.8195,1.0,0
5782,0,1.0,0,44.0,59.0,17.0,20.0,0,0,0,2.5432277,3.1639999999999997,0.0,0
5784,0,1.0,1,54.0,46.0,22.0,23.0,1,0,0,2.0860366999999997,2.4270501,0.0,0
5786,0,0.0,0,52.0,54.0,17.0,29.0,0,0,0,0.0,2.9342501,0.0,0
5789,0,1.0,0,42.0,27.0,28.0,26.0,1,1,0,3.9362318999999997,3.069,0.0,0
5792,0,0.0,1,32.0,31.0,-1.0,-1.0,0,1,0,15.757667999999999,2.4168501,1.0,0
5793,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,7.139037599999999,1.7802501,0.0,0
5795,0,1.0,0,16.0,23.0,15.0,9.0,0,0,0,6.5680475000000005,1.973,1.0,0
5797,0,0.0,4,26.0,38.0,20.0,18.0,0,0,0,13.619456,1.8332,1.0,0
5799,0,0.0,0,31.0,49.0,14.0,11.0,0,1,0,0.05177515,2.2908499,1.0,0
5801,0,1.0,0,0.0,-1.0,13.0,14.0,0,0,1,15.785867999999999,2.8870001,1.0,0
5803,0,0.0,0,30.0,38.0,17.0,19.0,0,0,0,6.072792099999999,3.0630002,1.0,0
5805,0,1.0,0,37.0,49.0,15.0,15.0,1,1,0,5.0456853,2.3473333999999997,1.0,0
5807,0,1.0,0,28.0,29.0,14.0,11.0,1,1,1,1.2006689,1.919,1.0,0
5810,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,1,1,11.495275,2.7,1.0,0
5811,0,1.0,0,53.0,29.0,22.0,22.0,0,0,0,5.6857142,3.15625,0.0,0
5814,0,1.0,1,-1.0,19.0,17.0,15.0,0,0,0,4.6599998,1.6672,1.0,0
5815,0,0.0,0,80.0,62.0,19.0,18.0,1,0,0,7.3997173,3.2315001,0.0,0
5816,0,0.0,0,22.0,19.0,13.0,17.0,0,1,1,9.1442308,2.2067499,1.0,0
5817,0,1.0,0,42.0,55.0,14.0,19.0,1,0,0,15.697460000000001,0.99074996,1.0,0
5819,1,1.0,0,60.0,80.0,15.0,15.0,0,0,1,1.2798834,1.8954999,1.0,0
5821,0,1.0,0,48.0,37.0,15.0,18.0,0,0,0,0.78550297,1.9380000000000002,1.0,0
5822,0,0.0,0,-1.0,-1.0,16.0,13.0,0,0,0,4.2089372,2.7941499,1.0,0
5825,0,1.0,2,22.0,43.0,17.0,11.0,0,0,0,4.8311687,1.9435,1.0,0
5828,0,0.0,0,80.0,64.0,26.0,27.0,1,0,0,4.2230215,3.7941699,0.0,0
5832,0,0.0,1,16.0,37.0,13.0,23.0,0,0,0,5.1134019,3.0093501,1.0,0
5833,0,0.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0
5834,0,1.0,0,38.0,28.0,16.0,18.0,0,0,0,8.5931444,2.7319999,1.0,0
5836,0,1.0,0,49.0,46.0,23.0,31.0,0,0,0,2.1195965,3.4365001000000004,1.0,0
5837,0,0.0,0,55.0,69.0,26.0,22.0,0,0,0,8.2457466,3.688,0.0,0
5838,0,0.0,0,10.0,39.0,17.0,21.0,0,0,0,11.065434,2.842,1.0,0
5843,0,1.0,1,-1.0,1.0,16.0,18.0,0,1,1,2.1807909,1.8537999,1.0,0
5847,1,1.0,0,7.0,12.0,-1.0,-1.0,0,0,1,15.398765,1.88,1.0,0
5850,1,1.0,0,44.0,48.0,-1.0,-1.0,0,1,1,8.0895948,2.22,1.0,0
5855,0,0.0,0,21.0,28.0,19.0,14.0,0,0,0,0.0,2.7695,1.0,0
5856,0,0.0,0,47.0,66.0,15.0,13.0,0,1,0,5.138186900000001,2.8742499,1.0,0
5858,0,1.0,0,49.0,49.0,26.0,31.0,0,0,0,3.5799999,3.35025,0.0,0
5864,1,0.0,0,-1.0,-1.0,15.0,12.0,0,0,0,43.025318,1.4400001,1.0,0
5865,0,1.0,0,31.0,38.0,15.0,20.0,0,0,0,1.5028329,2.26,0.0,0
5867,0,1.0,0,45.0,56.0,19.0,23.0,1,1,0,8.907488800000001,3.2713332000000004,1.0,0
5868,0,0.0,0,46.0,51.0,16.0,14.0,0,0,0,6.560554,2.7190001,1.0,0
5873,0,0.0,1,21.0,33.0,16.0,11.0,0,0,0,3.6057143,2.2775998,1.0,0
5874,0,0.0,0,58.0,53.0,18.0,27.0,0,0,0,10.799419,2.951,1.0,0
5877,0,0.0,-1,53.0,55.0,18.0,22.0,0,0,0,11.148416000000001,2.2379999,0.0,0
5879,1,0.0,0,27.0,32.0,16.0,19.0,0,0,0,1.4679944999999999,3.0999999,0.0,0
5882,0,0.0,0,47.0,71.0,18.0,23.0,0,1,0,14.842857,2.5521998,1.0,0
5883,0,0.0,0,45.0,56.0,16.0,22.0,0,0,0,5.8553014,3.6946502,1.0,0
5887,0,1.0,1,0.0,-1.0,17.0,12.0,0,0,1,4.232323200000001,2.053,1.0,0
5892,0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,13.759433999999999,2.3875,0.0,0
5893,0,0.0,0,43.0,64.0,17.0,17.0,1,0,0,11.79155,2.67873,1.0,0
5894,0,1.0,0,-1.0,-1.0,16.0,21.0,0,0,0,10.55081,2.6589999,0.0,0
5899,1,1.0,1,-1.0,-1.0,-1.0,-1.0,0,0,0,15.090395000000001,2.4946666,1.0,0
5904,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,2.1176,0.0,0
5905,0,1.0,0,48.0,32.0,17.0,14.0,0,1,0,3.4165475,1.5780001000000001,1.0,0
5906,0,1.0,0,-1.0,16.0,33.0,34.0,0,0,0,0.0,3.9070001000000003,1.0,0
5907,0,1.0,0,72.0,49.0,25.0,13.0,0,0,0,2.8951964,2.13605,0.0,0
5908,0,0.0,0,19.0,55.0,16.0,22.0,0,1,0,4.6628203,2.3331499,1.0,0
5909,1,1.0,0,47.0,50.0,17.0,21.0,1,0,0,2.7765042999999996,3.2045002,0.0,0
5910,1,1.0,0,-1.0,-1.0,24.0,28.0,0,0,0,15.295454999999999,1.4151,0.0,0
5912,0,0.0,0,-1.0,-1.0,11.0,11.0,0,0,0,8.8928576,2.7290001,1.0,0
5913,1,1.0,1,33.0,44.0,-1.0,-1.0,0,1,0,11.80845,2.3243999,0.0,0
5917,0,1.0,0,63.0,77.0,18.0,22.0,0,0,0,3.1671429,2.9885001,0.0,0
5920,0,1.0,0,32.0,45.0,16.0,22.0,0,1,0,4.9634504,1.95,0.0,0
5923,0,1.0,0,80.0,70.0,24.0,25.0,1,0,0,4.7745242,3.9809998999999996,1.0,0
5924,1,1.0,0,19.0,22.0,-1.0,-1.0,0,0,0,9.5164995,1.2557499,1.0,0
5926,0,0.0,0,47.0,56.0,19.0,23.0,0,1,0,7.1299095,3.2735,0.0,0
5927,0,1.0,0,-1.0,-1.0,31.0,29.0,0,0,0,3.5811,4.0,0.0,0
5928,1,1.0,1,0.0,-1.0,-1.0,-1.0,0,1,1,38.552795,0.29406667,1.0,0
5929,0,1.0,0,46.0,59.0,19.0,19.0,0,0,0,3.0099572999999995,3.625,1.0,0
5931,0,1.0,1,-1.0,24.0,14.0,17.0,0,1,1,0.0,2.81335,1.0,0
5934,0,0.0,0,18.0,47.0,23.0,20.0,0,0,0,0.51571429,2.7049999,1.0,0
5935,0,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0
5936,0,1.0,1,-1.0,8.0,14.0,16.0,0,1,0,17.424908,1.4335001,1.0,1
5938,0,0.0,0,46.0,56.0,19.0,25.0,0,0,0,3.1432664,3.0895,0.0,0
5941,1,0.0,0,-1.0,-1.0,-1.0,-1.0,1,1,0,9.8173914,2.125,1.0,0
5942,0,0.0,0,23.0,29.0,14.0,15.0,0,1,0,11.975031,1.4693999,1.0,0
5943,1,0.0,2,52.0,59.0,26.0,31.0,0,0,0,7.759999799999999,3.755475,0.0,0
5944,0,0.0,1,-1.0,10.0,16.0,17.0,0,0,0,2.8142857999999995,2.9456,1.0,1
5948,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,32.476776,1.94075,1.0,0
5950,0,0.0,0,0.0,-1.0,14.0,12.0,0,1,0,10.891374,2.46575,1.0,0
5952,0,1.0,0,0.0,0.0,12.0,11.0,0,0,1,14.982142999999999,1.7522,1.0,0
5954,0,1.0,0,29.0,25.0,16.0,9.0,0,0,0,14.798860000000001,1.8199999,1.0,0
5955,0,0.0,0,35.0,56.0,19.0,17.0,0,0,0,7.5270076,3.2639999,1.0,0
5956,0,0.0,0,27.0,37.0,16.0,14.0,0,1,1,8.3456612,2.468025,0.0,0
5958,0,0.0,0,23.0,42.0,15.0,19.0,0,0,0,2.0874471999999997,2.8625,1.0,0
5964,0,0.0,0,49.0,75.0,24.0,21.0,0,0,0,3.2826705,3.1350002,0.0,0
5965,1,1.0,0,55.0,66.0,-1.0,-1.0,1,0,0,1.4654178999999998,3.2839998999999995,1.0,0
5966,0,0.0,4,-1.0,-1.0,13.0,14.0,0,0,0,5.0338984,3.20174,0.0,0
5967,0,1.0,0,79.0,75.0,26.0,26.0,0,1,0,4.1476607,2.8859999,1.0,0
5969,0,0.0,0,64.0,80.0,25.0,21.0,0,1,0,26.186666,2.0,1.0,0
5975,0,0.0,1,29.0,35.0,16.0,22.0,0,1,0,3.3715925,2.9289999,1.0,0
5977,0,1.0,0,58.0,45.0,28.0,27.0,0,0,0,0.29088277,3.9339999999999997,0.0,0
5978,0,1.0,0,69.0,80.0,24.0,22.0,0,0,0,4.322396299999999,3.7455001000000006,0.0,0
5980,0,1.0,0,22.0,50.0,16.0,22.0,0,0,0,10.068,2.2350001,0.0,0
5981,0,1.0,0,26.0,31.0,15.0,16.0,0,1,0,24.731075,1.35,1.0,0
5982,1,1.0,0,32.0,15.0,-1.0,-1.0,0,0,0,13.5,0.20800000000000002,1.0,0
5984,0,1.0,0,71.0,61.0,25.0,32.0,1,0,0,4.961252200000001,4.0,0.0,0
5987,0,1.0,0,0.0,-1.0,13.0,15.0,0,0,1,15.542857000000001,3.4173998999999995,1.0,0
5988,0,0.0,4,-1.0,-1.0,15.0,12.0,0,0,0,0.70588237,3.1619999,0.0,1
5995,0,1.0,0,62.0,69.0,29.0,30.0,1,0,0,1.6197991000000003,3.1149998,0.0,0
5996,0,0.0,0,80.0,70.0,25.0,14.0,1,0,0,3.6680794000000003,3.9702501000000003,0.0,0
6001,0,1.0,0,68.0,68.0,16.0,24.0,0,1,1,6.3047404,2.04335,1.0,0
6002,0,0.0,0,35.0,64.0,17.0,16.0,0,0,0,14.931884,3.2030001,0.0,0
6009,0,1.0,0,53.0,35.0,21.0,19.0,0,0,0,1.4739883999999999,3.0714998,0.0,0
6010,0,1.0,1,16.0,20.0,15.0,14.0,0,1,0,2.2537689,3.1458666,1.0,0
6012,1,1.0,0,39.0,28.0,-1.0,-1.0,0,0,0,9.0442858,0.61000001,0.0,0
6013,0,1.0,0,66.0,46.0,23.0,19.0,0,0,0,0.66142857,3.3541501000000005,0.0,0
6014,0,0.0,0,27.0,23.0,17.0,17.0,0,0,0,8.1139975,2.9512749,1.0,0
6015,0,1.0,0,72.0,54.0,25.0,32.0,1,0,0,5.4401155,3.3525,0.0,0
6016,0,0.0,0,26.0,25.0,-1.0,-1.0,0,0,0,21.258426999999998,0.83899999,1.0,0
6019,0,0.0,0,49.0,79.0,16.0,25.0,1,0,0,4.1268225,3.8770001000000005,0.0,0
6021,0,1.0,1,18.0,39.0,15.0,18.0,0,0,0,5.6464648,1.94753,1.0,0
6023,0,0.0,0,79.0,80.0,24.0,28.0,1,0,0,3.7298089999999995,3.9555001000000005,0.0,0
6024,0,1.0,3,10.0,25.0,14.0,17.0,0,0,1,24.069364999999998,0.95999998,1.0,0
6027,1,0.0,0,36.0,60.0,-1.0,-1.0,0,0,0,19.991539000000003,0.89999998,0.0,0
6028,1,1.0,1,48.0,43.0,-1.0,-1.0,0,1,0,19.623852,1.0730799,1.0,0
6029,0,1.0,0,70.0,42.0,21.0,19.0,0,1,0,10.09951,2.556,1.0,0
6030,0,1.0,0,80.0,68.0,25.0,22.0,1,0,0,2.4864864,3.3,0.0,0
6032,0,0.0,4,-1.0,-1.0,16.0,17.0,0,0,0,1.2387843,2.7449999,0.0,0
6034,1,0.0,0,0.0,-1.0,-1.0,-1.0,0,0,1,3.1537356,3.5429502,1.0,0
6035,0,1.0,0,28.0,56.0,14.0,15.0,0,0,0,4.4112792,2.444,1.0,0
6037,0,0.0,3,35.0,52.0,16.0,16.0,0,0,0,1.4499999,2.8928001,0.0,0
6042,0,0.0,1,-1.0,-1.0,16.0,15.0,0,0,0,0.43227667,3.08125,1.0,0
6043,0,0.0,0,46.0,39.0,16.0,21.0,0,0,0,3.1209912,3.40608,1.0,0
6045,0,0.0,0,72.0,80.0,29.0,27.0,1,0,0,1.1760461000000002,3.6869998,0.0,0
6049,1,0.0,4,-1.0,-1.0,-1.0,-1.0,0,0,0,21.073956,2.3745,1.0,0
6050,0,1.0,1,44.0,37.0,19.0,22.0,0,1,0,3.9646893,2.3214998,1.0,0
6052,0,1.0,0,52.0,79.0,24.0,24.0,0,1,0,8.1453485,2.6615,1.0,0
6055,0,1.0,0,8.0,31.0,-1.0,-1.0,0,0,1,8.5086956,2.55075,1.0,0
6057,0,1.0,0,50.0,39.0,18.0,26.0,0,0,0,10.400646,2.25,1.0,0
6058,0,0.0,2,19.0,39.0,15.0,12.0,0,0,1,3.1428572999999997,2.8557501,1.0,0
6059,1,1.0,4,-1.0,-1.0,15.0,21.0,0,0,0,11.119253,1.48965,1.0,0
6060,0,0.0,0,52.0,45.0,25.0,22.0,0,0,1,6.4856319000000004,2.863585,1.0,0
6061,0,1.0,4,60.0,61.0,18.0,20.0,1,1,0,12.787142999999999,1.9465001,1.0,0
6062,1,1.0,0,14.0,21.0,-1.0,-1.0,0,0,0,27.966417,0.146825,0.0,0
6064,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,20.745455,1.1773799999999999,1.0,0
6065,0,0.0,0,59.0,59.0,23.0,25.0,0,1,0,5.6362252,3.7539998999999997,0.0,0
6066,0,0.0,0,12.0,38.0,17.0,17.0,0,0,0,13.222222,2.148,1.0,0
6067,0,0.0,0,41.0,73.0,-1.0,-1.0,1,1,0,3.3511972,3.1040648999999996,1.0,0
6068,0,1.0,0,46.0,61.0,21.0,18.0,1,0,0,11.276989,2.44275,0.0,0
6069,0,0.0,0,35.0,61.0,22.0,32.0,1,0,0,10.173722999999999,3.7560000000000002,0.0,0
6071,0,1.0,0,74.0,59.0,20.0,22.0,0,0,0,2.5257144,3.9050002,0.0,0
6073,0,1.0,0,29.0,23.0,16.0,12.0,0,0,0,13.15344,1.8128266,0.0,0
6074,0,1.0,0,-1.0,35.0,14.0,21.0,0,0,0,8.213979700000001,2.0625,1.0,0
6078,0,0.0,0,80.0,80.0,28.0,28.0,0,0,0,1.6057142,3.8685002,0.0,0
6079,0,0.0,0,29.0,46.0,-1.0,-1.0,0,0,0,21.779846,0.233,1.0,0
6084,0,0.0,0,44.0,45.0,16.0,22.0,0,0,0,11.793447,2.54,1.0,0
6086,0,1.0,0,43.0,45.0,17.0,25.0,0,0,0,7.6491232,1.180305,1.0,0
6091,1,1.0,0,31.0,38.0,-1.0,-1.0,0,0,1,13.222222,1.325,1.0,0
6094,0,0.0,0,37.0,42.0,13.0,15.0,0,1,1,2.9573259,1.071,1.0,0
6096,0,0.0,1,12.0,43.0,20.0,11.0,0,0,0,11.156558,1.8405,1.0,0
6098,0,1.0,0,37.0,36.0,16.0,14.0,0,0,0,3.7789476000000004,1.8519999999999999,1.0,0
6099,0,1.0,0,-1.0,-1.0,16.0,22.0,0,0,0,9.452857,2.7,0.0,0
6104,0,1.0,0,32.0,45.0,24.0,16.0,0,0,0,7.3959188,3.5264699,1.0,0
6105,0,0.0,0,60.0,47.0,21.0,21.0,0,0,0,11.23,2.9959102000000004,1.0,0
6108,1,1.0,0,34.0,47.0,16.0,16.0,0,0,0,5.0355620000000005,2.4549999,1.0,0
6110,0,0.0,0,80.0,75.0,27.0,27.0,1,0,0,6.1723647,2.8717999,0.0,0
6111,1,1.0,0,39.0,49.0,-1.0,-1.0,0,0,0,8.0404186,2.2925,1.0,0
6112,0,0.0,0,24.0,62.0,11.0,10.0,0,0,1,12.85575,1.23325,0.0,0
6114,0,0.0,0,56.0,78.0,24.0,13.0,0,0,0,2.1613834,3.4215,0.0,0
6115,0,1.0,0,55.0,51.0,19.0,15.0,1,0,0,5.5801419999999995,2.5054998,1.0,0
6117,0,1.0,0,29.0,47.0,15.0,14.0,0,0,0,6.104372,3.0957999,1.0,0
6119,0,0.0,1,40.0,50.0,18.0,25.0,1,0,0,7.7277937,3.2579999,1.0,0
6120,0,0.0,4,49.0,69.0,29.0,23.0,0,0,0,2.0114123999999998,3.5651002,1.0,0
6121,0,0.0,0,21.0,45.0,23.0,21.0,0,0,1,3.6257144999999995,2.6195002,0.0,0
6122,1,0.0,2,61.0,54.0,25.0,20.0,1,1,0,15.909326,2.714,1.0,0
6123,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,8.548245399999999,1.7589999,1.0,0
6127,0,1.0,0,50.0,43.0,18.0,32.0,0,0,0,8.0022573,3.4005001000000004,0.0,0
6128,0,1.0,0,58.0,58.0,17.0,19.0,1,0,0,10.722552,2.5095,1.0,0
6136,0,0.0,1,25.0,43.0,15.0,19.0,0,0,0,11.156558,2.2544999,1.0,0
6137,0,0.0,4,-1.0,-1.0,15.0,11.0,0,1,0,9.5892344,2.36395,1.0,1
6138,0,0.0,0,-1.0,-1.0,16.0,19.0,0,0,0,2.1228571,2.8108501,0.0,0
6139,0,0.0,0,29.0,62.0,23.0,23.0,0,0,0,3.1392803,3.3099998999999998,1.0,0
6140,0,1.0,0,9.0,27.0,-1.0,-1.0,0,1,0,8.9905214,1.9721,1.0,0
6143,0,1.0,0,29.0,54.0,16.0,12.0,0,0,0,7.342144,1.97377,1.0,0
6149,0,0.0,0,9.0,24.0,15.0,12.0,0,0,0,12.487216,2.5295,1.0,0
6151,0,1.0,0,50.0,32.0,-1.0,-1.0,0,1,0,2.47,2.2950001,1.0,0
6155,0,0.0,0,38.0,52.0,18.0,25.0,0,0,0,5.7346649,2.2177,1.0,0
6162,1,1.0,0,46.0,41.0,18.0,16.0,0,0,0,9.3858614,3.572,1.0,0
6165,0,1.0,1,8.0,19.0,15.0,11.0,0,0,1,10.310345,1.7537251,1.0,1
6168,0,1.0,0,44.0,41.0,17.0,19.0,0,0,0,8.0022573,2.5574999,0.0,0
6170,0,1.0,0,34.0,60.0,21.0,13.0,0,0,0,1.6284075,2.6428599,0.0,0
6171,0,0.0,0,37.0,45.0,22.0,12.0,0,0,0,8.0304766,3.0369999,0.0,0
6172,0,1.0,-1,58.0,59.0,17.0,15.0,0,0,0,6.6282048,3.1594,1.0,0
6173,1,1.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0
6176,0,0.0,0,-1.0,-1.0,23.0,34.0,0,1,0,4.352192400000001,4.0,0.0,0
6179,0,1.0,2,41.0,38.0,14.0,15.0,0,1,0,19.458553,1.7539999,1.0,0
6181,0,0.0,1,24.0,55.0,14.0,18.0,0,0,0,5.929496299999999,2.1135001,1.0,0
6182,0,1.0,0,41.0,45.0,20.0,20.0,1,0,0,7.1080551,3.4060502,1.0,0
6183,1,0.0,0,65.0,72.0,22.0,29.0,1,0,1,6.533716200000001,3.302,1.0,0
6184,0,1.0,0,25.0,39.0,14.0,14.0,0,0,0,7.0080385,2.0043349,1.0,0
6187,1,1.0,0,19.0,40.0,-1.0,-1.0,0,0,1,7.4666667,1.03272,1.0,0
6188,0,0.0,0,29.0,57.0,17.0,18.0,0,0,0,13.799522,2.0238433000000002,1.0,0
6190,0,1.0,0,52.0,50.0,15.0,16.0,0,0,0,3.7118642,2.3984001,0.0,0
6191,0,1.0,0,-1.0,-1.0,20.0,15.0,0,0,0,0.95955884,1.92145,0.0,0
6192,0,1.0,0,68.0,64.0,27.0,24.0,1,0,0,5.9049705999999995,3.165,1.0,0
6194,1,1.0,0,-1.0,-1.0,15.0,12.0,0,0,0,25.051661,1.5230000000000001,-1.0,0
6195,0,1.0,0,80.0,44.0,18.0,20.0,1,0,0,4.5957140999999995,2.8099998999999998,0.0,0
6196,0,1.0,3,66.0,50.0,20.0,24.0,1,1,1,37.200001,2.168,1.0,0
6200,0,1.0,0,80.0,54.0,28.0,23.0,0,0,0,1.7328359,4.0,0.0,0
6201,0,0.0,0,37.0,64.0,18.0,16.0,0,0,0,13.548904,2.6099999,1.0,0
6203,0,1.0,0,10.0,15.0,23.0,23.0,0,0,1,11.047086,1.6436751,1.0,0
6206,1,0.0,2,-1.0,-1.0,-1.0,-1.0,0,0,0,0.0,2.0035,1.0,0
6208,0,1.0,0,75.0,51.0,26.0,32.0,1,0,0,8.372159,3.9784998999999996,1.0,0
6210,1,0.0,1,59.0,45.0,-1.0,-1.0,1,1,0,8.3477011,-1.0,1.0,0
6211,0,1.0,0,39.0,41.0,22.0,21.0,0,0,0,2.9942775,3.6234998999999997,0.0,0
6212,0,0.0,0,58.0,58.0,19.0,31.0,0,0,0,5.403133900000001,3.9854998999999998,0.0,0
6213,0,1.0,0,43.0,38.0,-1.0,-1.0,0,1,0,15.245614000000002,1.8,1.0,0
6216,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,5.5165873,2.4264997999999998,-1.0,0
6217,1,1.0,0,61.0,39.0,-1.0,-1.0,0,0,0,11.574074000000001,1.9085,1.0,0
6218,0,1.0,3,0.0,37.0,17.0,17.0,0,0,0,21.035713,1.8590933,1.0,0
6219,0,1.0,0,80.0,54.0,23.0,27.0,0,0,0,5.1676297,3.3825002,0.0,0
6220,0,1.0,0,63.0,56.0,27.0,30.0,1,0,1,3.5404253,2.6400001,0.0,0
6224,0,1.0,0,53.0,63.0,23.0,19.0,1,0,0,0.19191919,3.36134,0.0,0
6225,0,1.0,0,52.0,61.0,22.0,27.0,0,0,0,1.4964336,3.9593449,0.0,0
6226,0,1.0,0,68.0,60.0,16.0,24.0,0,0,0,7.2346244,2.6894999,1.0,0
6227,0,0.0,0,38.0,50.0,15.0,13.0,0,0,0,5.9868612,2.1688576,1.0,0
6228,0,1.0,0,-1.0,-1.0,15.0,14.0,0,0,0,20.953934,1.5,1.0,0
6230,1,0.0,1,11.0,34.0,-1.0,-1.0,0,1,0,6.8652177,1.848,1.0,0
6231,0,1.0,0,66.0,59.0,23.0,29.0,1,0,0,3.1128572999999995,3.1261001,0.0,0
6232,0,0.0,0,41.0,42.0,17.0,20.0,1,0,0,1.6477273999999997,2.9632499,1.0,0
6234,0,0.0,0,37.0,52.0,18.0,16.0,0,0,0,4.165714299999999,3.1545999,0.0,0
6236,0,1.0,0,59.0,38.0,17.0,17.0,0,0,0,1.5790961000000001,2.3877498999999998,0.0,0
6238,0,0.0,0,77.0,63.0,25.0,28.0,1,0,0,6.563812700000001,3.9019999999999997,1.0,0
6239,0,1.0,0,37.0,28.0,17.0,11.0,0,0,1,18.310345,3.2667,1.0,0
6241,0,0.0,0,31.0,42.0,16.0,21.0,0,0,1,7.9806452000000005,2.48,1.0,0
6243,0,0.0,0,3.0,50.0,17.0,21.0,0,1,1,5.2697673,3.588665,1.0,0
6245,0,0.0,0,66.0,80.0,23.0,24.0,1,0,0,1.6974063999999998,3.790055,1.0,0
6247,0,1.0,1,-1.0,-1.0,-1.0,-1.0,0,1,0,0.0,-1.0,-1.0,0
6251,1,0.0,1,12.0,55.0,-1.0,-1.0,0,0,0,7.6708077999999995,2.4605498,1.0,0
6257,0,1.0,0,46.0,38.0,15.0,16.0,0,0,0,3.5558867,2.5,0.0,0
6259,0,0.0,0,-1.0,-1.0,22.0,28.0,0,1,0,6.4549417,2.7954998,1.0,0
6260,0,0.0,0,59.0,62.0,20.0,27.0,0,0,0,6.4790158,3.6265001000000003,1.0,0
6261,0,0.0,1,-1.0,-1.0,21.0,30.0,0,0,0,13.167139,3.2546,1.0,0
6262,0,1.0,0,50.0,62.0,19.0,24.0,0,0,0,10.566464,1.8429999,0.0,0
6263,0,1.0,0,61.0,51.0,24.0,21.0,0,0,0,6.489425700000001,3.2674999,1.0,0
6265,0,0.0,0,48.0,35.0,20.0,23.0,0,0,0,8.1246462,3.2474998999999998,1.0,0
6266,0,1.0,0,37.0,38.0,18.0,14.0,0,0,0,4.3728571,2.00845,1.0,0
6267,0,1.0,2,-1.0,-1.0,15.0,13.0,0,0,0,18.415964000000002,1.67875,1.0,1
6273,0,0.0,0,68.0,66.0,22.0,30.0,1,0,0,1.8460451,3.6964998,0.0,0
6274,0,1.0,0,80.0,80.0,27.0,28.0,1,0,0,6.2832117,3.865375,1.0,0
6276,0,1.0,0,0.0,23.0,15.0,13.0,0,0,1,9.59375,1.4,1.0,0
6277,0,0.0,0,44.0,48.0,17.0,16.0,0,0,0,7.8658891,3.3515,1.0,0
6278,0,1.0,0,8.0,46.0,15.0,11.0,0,0,0,6.640535400000001,1.9632498999999999,0.0,0
6279,1,0.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,16.53125,0.60705,0.0,0
6282,0,1.0,0,23.0,41.0,16.0,16.0,0,0,0,8.3190269,2.1164999,0.0,0
6284,0,1.0,0,80.0,54.0,25.0,15.0,1,1,0,0.5,3.3835001000000005,0.0,0
6286,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,1,0,6.121034099999999,2.0,0.0,0
6291,0,1.0,0,18.0,42.0,18.0,15.0,0,1,0,18.333332000000002,2.392,1.0,0
6292,0,1.0,0,37.0,64.0,16.0,14.0,0,1,0,8.750723800000001,2.1700001,1.0,0
6293,1,0.0,0,31.0,32.0,-1.0,-1.0,0,1,0,11.997005,2.4312501,1.0,0
6294,0,1.0,0,61.0,67.0,29.0,18.0,0,0,0,9.202734,3.4645,1.0,0
6296,0,1.0,0,70.0,63.0,29.0,27.0,1,0,0,3.1480938999999997,2.98,0.0,0
6297,0,0.0,0,-1.0,-1.0,14.0,9.0,0,0,0,4.6968837,3.05,1.0,0
6298,0,1.0,0,-1.0,-1.0,17.0,20.0,0,0,0,6.2175441,2.698,1.0,0
6303,0,0.0,0,-1.0,-1.0,25.0,26.0,0,0,0,5.941690900000001,3.6206498,0.0,0
6304,0,1.0,0,53.0,61.0,22.0,26.0,0,0,0,1.6048632999999999,3.3731,1.0,0
6306,1,1.0,0,-1.0,-1.0,-1.0,-1.0,0,0,0,7.3672318,0.9209999999999999,1.0,0
6308,0,1.0,0,18.0,32.0,15.0,22.0,0,1,0,8.2481537,1.8215001,1.0,0
6310,0,1.0,0,26.0,27.0,17.0,16.0,0,0,0,5.6292615,2.86885,1.0,0
6311,0,0.0,0,24.0,49.0,19.0,24.0,0,1,0,5.4674554,3.7690001000000004,1.0,0
6314,1,0.0,0,55.0,54.0,17.0,17.0,0,1,0,24.306020999999998,2.3902001,1.0,0
6317,0,1.0,0,80.0,64.0,31.0,23.0,1,0,0,3.3895185,3.6029998999999995,0.0,0
6318,0,1.0,0,37.0,41.0,17.0,21.0,0,0,1,3.1019832999999997,1.71585,0.0,0
6320,0,0.0,0,58.0,71.0,24.0,17.0,0,0,0,4.1965318,3.8895001000000002,0.0,0
6323,0,1.0,0,25.0,53.0,-1.0,-1.0,1,1,0,13.167731,1.1819998999999999,0.0,0
6326,1,1.0,0,18.0,45.0,15.0,18.0,0,1,0,10.802325,1.5,1.0,0
6327,0,1.0,0,38.0,39.0,15.0,11.0,1,1,0,3.8522894,2.552,1.0,0
