sid,Urbanicity_City: Large,Urbanicity_City: Small,Urbanicity_Rural: Distant,Urbanicity_Rural: Fringe,Urbanicity_Rural: Remote,Urbanicity_Suburb: Large,Urbanicity_Suburb: Mid-size,Urbanicity_Suburb: Small,Urbanicity_Town: Distant,Urbanicity_Town: Fringe,Urbanicity_Town: Remote,dropout,urbanicity
4591,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4593,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4596,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4597,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4600,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4603,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
4605,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4610,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4613,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4614,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4617,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4618,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4619,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4624,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4625,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4628,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4630,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
4633,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4638,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
4640,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4641,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4642,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4645,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4646,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4651,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4654,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4655,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4660,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4661,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4663,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4664,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4666,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
4669,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4671,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4675,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4678,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4679,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4681,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4683,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4684,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
4685,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4686,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4689,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4693,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4694,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4696,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4697,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
4698,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4700,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4701,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4702,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4703,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4705,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4706,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4710,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
4711,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4712,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4727,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4730,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4731,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4732,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4737,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4738,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4739,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4745,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4746,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4749,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4753,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4755,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
4757,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4759,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4763,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4765,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4767,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4769,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
4774,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
4780,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4789,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4792,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4793,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4797,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4798,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4800,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4804,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4805,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
4806,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4810,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4813,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4814,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4815,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4816,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4820,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4821,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4822,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4826,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
4827,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4828,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4833,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4837,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4840,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4849,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4852,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4854,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4855,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4857,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4859,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
4863,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4869,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4875,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4876,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4877,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4878,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4880,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4881,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
4884,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
4886,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4888,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4889,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4893,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4898,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4899,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4900,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4901,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4902,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4903,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4904,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4907,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4908,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4910,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4912,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4914,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4915,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4916,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
4918,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4921,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4922,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4923,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
4929,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4930,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4931,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4935,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4936,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4938,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
4943,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4944,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4946,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
4947,0,1,0,0,0,0,0,0,0,0,0,1.0,City: Small
4948,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
4951,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
4952,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4953,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4954,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
4957,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4963,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
4965,0,0,0,0,0,0,0,1,0,0,0,1.0,Suburb: Small
4966,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
4969,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
4974,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4976,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4977,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4981,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4982,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
4987,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4988,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
4990,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4991,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
4994,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
4995,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
4996,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
4999,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5000,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5001,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5007,0,0,0,0,0,0,1,0,0,0,0,1.0,Suburb: Mid-size
5008,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
5015,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5016,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5017,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5019,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5021,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5022,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5025,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5026,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5031,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
5032,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5033,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5035,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5036,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5037,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5039,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5040,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5043,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5045,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5046,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5050,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5051,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5053,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5054,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
5056,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5057,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5059,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5060,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5061,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5062,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5063,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5064,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5067,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5070,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5071,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5072,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5073,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
5075,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5077,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5078,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5080,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5084,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5085,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5087,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5089,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5090,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5092,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5093,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5094,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5095,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
5096,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5097,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5101,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5102,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5104,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5111,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5112,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5116,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5117,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5118,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5119,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5121,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5123,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5125,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5130,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5135,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5136,0,0,0,0,0,0,0,1,0,0,0,0.0,Suburb: Small
5137,0,0,0,0,0,0,1,0,0,0,0,0.0,Suburb: Mid-size
5142,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5144,0,0,1,0,0,0,0,0,0,0,0,1.0,Rural: Distant
5145,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5146,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5148,0,0,0,0,1,0,0,0,0,0,0,1.0,Rural: Remote
5149,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5151,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5152,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5155,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5156,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5160,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5161,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5162,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5163,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5168,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5169,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5170,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
5171,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5175,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5177,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5178,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5179,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5180,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5181,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5182,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5183,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5184,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5186,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
5189,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5192,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5194,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5196,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5197,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5198,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5199,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5200,0,0,0,0,0,0,0,0,0,1,0,1.0,Town: Fringe
5202,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5203,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5204,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5207,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5209,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5211,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5214,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5217,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5218,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5220,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5221,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5222,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5225,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5226,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5227,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5230,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5235,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5237,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5238,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5239,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5243,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5245,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5246,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5247,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5250,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5251,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5253,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5256,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5257,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
5267,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5269,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5270,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5275,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
5276,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5277,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5278,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5280,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5284,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5287,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5289,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5290,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5291,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5292,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5293,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5294,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5295,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
5297,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5298,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5299,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5306,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5307,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5308,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5309,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5313,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5314,0,1,0,0,0,0,0,0,0,0,0,0.0,City: Small
5315,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5317,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5318,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5319,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5322,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5326,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5327,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5329,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5337,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5338,0,0,0,0,0,0,0,0,0,1,0,1.0,Town: Fringe
5341,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5343,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5344,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
5346,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5348,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5351,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5360,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
5363,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5364,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5366,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5367,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5368,0,0,0,0,0,0,0,0,1,0,0,0.0,Town: Distant
5369,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5370,0,0,1,0,0,0,0,0,0,0,0,0.0,Rural: Distant
5371,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5373,0,0,0,0,0,0,0,0,0,0,1,1.0,Town: Remote
5375,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5379,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5380,0,0,0,0,0,0,0,0,0,1,0,0.0,Town: Fringe
5381,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5383,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5385,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5386,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5389,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5390,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5392,0,0,0,1,0,0,0,0,0,0,0,1.0,Rural: Fringe
5393,1,0,0,0,0,0,0,0,0,0,0,1.0,City: Large
5394,0,0,0,0,0,1,0,0,0,0,0,0.0,Suburb: Large
5396,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5398,0,0,0,0,0,0,0,0,0,0,1,0.0,Town: Remote
5400,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
5402,0,0,0,0,0,1,0,0,0,0,0,1.0,Suburb: Large
5403,1,0,0,0,0,0,0,0,0,0,0,0.0,City: Large
5407,0,0,0,0,1,0,0,0,0,0,0,0.0,Rural: Remote
5409,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5410,0,0,0,0,0,0,0,0,1,0,0,1.0,Town: Distant
5413,0,0,0,1,0,0,0,0,0,0,0,0.0,Rural: Fringe
