sid,school_year,grade_level,frpl,iep,ell,gifted,total_days_enrolled,total_days_absent,days_suspended_out_of_school
6184,2007,10,"N",0,0,0,283,42,3
6184,2008,11,"N",0,0,0,281,2,0
6184,2009,12,"N",0,0,0,286,10,0
6185,2008,11,"N",0,0,0,281,42,2
6185,2009,12,"N",0,0,0,286,7,0
6186,2004,8,"N",0,0,0,286,2,0
6186,2005,9,"N",0,0,0,287,18,1
6186,2006,10,"N",0,0,0,281,48,2
6186,2007,11,"N",0,0,0,179,64,2
6186,2008,12,"N",0,0,0,281,6,0
6187,2005,9,"N",0,0,0,91,2,0
6188,2004,8,"N",0,0,0,286,4,0
6188,2005,9,"N",0,0,0,287,7,0
6188,2006,10,"N",0,0,0,282,0,0
6188,2007,11,"N",0,0,0,283,14,0
6188,2008,12,"N",0,0,0,281,0,0
6189,2004,8,"N",0,0,0,286,56,2
6189,2005,9,"N",0,0,0,102,8,0
6190,2004,6,"F",0,0,0,15,9,0
6190,2007,9,"F",0,0,0,283,7,0
6190,2008,10,"F",0,0,0,182,23,0
6191,2004,6,"F",0,1,0,285,4,0
6191,2005,7,"F",0,1,0,282,8,0
6191,2006,8,"F",0,1,0,282,6,0
6191,2007,9,"F",0,1,0,283,23,0
6191,2008,9,"F",0,1,0,281,0,0
6191,2009,10,"F",0,1,0,13,1,0
6192,2004,7,"N",0,0,0,286,38,1
6192,2005,8,"N",0,0,0,287,1,0
6192,2006,9,"N",0,0,0,282,4,0
6192,2007,10,"N",0,0,0,283,3,0
6192,2008,11,"N",0,0,0,281,40,1
6192,2009,12,"N",0,0,0,286,46,2
6193,2004,6,"N",0,0,0,286,106,27
6193,2005,7,"N",0,0,0,287,1,0
6193,2006,8,"N",0,0,0,282,46,1
6194,2008,12,"F",0,0,0,281,6,0
6195,2005,6,"N",0,0,0,287,50,2
6195,2006,7,"N",0,0,0,282,39,0
6195,2007,8,"N",0,0,0,283,79,23
6195,2008,9,"N",0,0,0,281,3,0
6195,2009,10,"N",0,0,0,286,18,0
6196,2005,6,"N",1,0,0,287,16,1
6196,2006,7,"N",1,0,0,281,0,0
6196,2007,8,"N",1,0,0,283,5,0
6196,2008,9,"N",1,0,0,281,17,0
6196,2009,10,"N",1,0,0,286,55,1
6197,2007,8,"F",0,0,0,92,6,0
6197,2008,9,"F",0,0,0,74,7,0
6198,2004,8,"R",0,0,0,286,19,0
6198,2005,9,"R",0,0,0,287,0,0
6198,2006,10,"R",0,0,0,282,3,0
6198,2007,11,"R",0,0,0,283,6,0
6198,2008,12,"R",0,0,0,281,16,0
6199,2004,7,"N",0,0,0,283,74,2
6199,2005,8,"N",0,0,0,287,4,0
6199,2006,9,"N",0,0,0,282,92,8
6199,2007,10,"N",0,0,0,283,21,0
6199,2008,11,"N",0,0,0,281,3,0
6200,2007,11,"F",0,0,1,283,57,8
6200,2008,12,"F",1,0,0,281,2,0
6201,2004,6,"N",0,0,0,286,93,4
6201,2005,7,"N",0,0,0,287,2,0
6201,2006,8,"N",0,0,0,281,6,0
6201,2007,9,"N",0,0,0,283,1,0
6201,2008,10,"N",0,0,0,281,0,0
6201,2009,11,"N",0,0,0,286,4,0
6202,2004,6,"N",0,0,0,343,3,0
6202,2005,7,"N",0,0,0,284,57,1
6202,2006,8,"N",0,0,0,282,28,1
6202,2007,9,"N",0,0,0,283,20,0
6202,2008,10,"N",0,0,0,281,24,0
6202,2009,11,"N",0,0,0,286,14,0
6203,2004,6,"N",0,0,0,286,19,0
6203,2005,7,"N",0,0,0,287,20,0
6203,2006,8,"N",0,0,0,281,6,0
6203,2007,9,"N",0,0,0,283,11,0
6203,2008,10,"N",0,0,0,281,5,0
6203,2009,11,"N",0,0,0,286,11,0
6204,2008,11,"F",0,1,0,281,8,0
6204,2009,11,"F",0,0,0,286,8,0
6205,2008,11,"F",0,1,0,281,0,0
6206,2004,8,"F",0,0,0,286,13,0
6206,2005,9,"F",0,0,0,627,60,2
6206,2006,10,"F",0,0,0,282,27,0
6207,2008,10,"N",0,0,0,281,3,0
6207,2009,11,"N",0,0,0,286,1,0
6208,2004,8,"N",0,0,0,332,2,0
6208,2005,9,"N",0,0,0,287,11,0
6209,2006,7,"F",0,0,0,281,1,0
6209,2007,8,"F",0,0,0,283,77,11
6209,2008,9,"F",0,0,0,281,6,0
6209,2009,9,"F",0,0,0,286,6,0
6210,2004,7,"N",0,0,0,286,9,0
6210,2005,8,"N",1,0,0,287,58,4
6210,2006,9,"N",1,0,0,281,33,2
6210,2007,10,"N",1,0,0,283,63,3
6210,2008,11,"N",1,0,0,281,5,0
6210,2009,12,"N",1,0,0,286,78,2
6211,2004,6,"F",0,0,0,175,78,2
6211,2005,7,"F",0,0,0,128,17,1
6211,2006,8,"F",0,0,0,271,0,0
6211,2007,9,"F",0,0,0,283,39,0
6211,2008,10,"F",0,0,0,281,17,0
6211,2009,11,"F",0,0,0,286,1,0
6212,2004,6,"N",0,0,0,286,9,0
6212,2005,7,"N",0,0,0,287,37,2
6212,2006,8,"N",0,0,0,282,3,0
6212,2007,9,"N",0,0,0,283,61,29
6212,2008,10,"N",0,0,0,281,22,0
6213,2004,8,"N",0,0,0,286,10,0
6213,2005,9,"N",0,0,0,287,7,0
6213,2006,10,"N",1,0,0,282,8,0
6213,2007,10,"N",1,0,0,283,8,0
6213,2008,12,"N",1,0,0,281,81,3
6214,2006,7,"F",1,0,0,237,0,0
6214,2007,8,"F",1,0,0,283,2,0
6214,2008,9,"F",1,0,0,263,18,0
6214,2009,10,"F",1,0,0,175,3,0
6215,2008,9,"N",0,0,0,142,2,0
6216,2004,8,"F",0,0,0,133,10,0
6216,2007,11,"F",0,0,0,218,5,0
6217,2004,6,"F",0,1,0,344,5,0
6217,2005,7,"F",0,1,0,285,8,0
6217,2006,8,"F",0,1,0,190,29,0
6217,2007,9,"F",0,1,0,192,24,0
6218,2004,8,"N",0,0,0,286,7,0
6218,2005,9,"N",0,0,0,287,7,0
6218,2006,10,"N",0,0,1,282,6,0
6218,2007,11,"N",1,0,0,283,3,0
6218,2008,12,"N",1,0,0,281,17,0
6219,2005,9,"N",0,0,0,25,18,0
6220,2005,6,"N",0,0,0,219,6,0
6220,2006,7,"N",0,0,0,282,4,0
6220,2007,8,"N",0,0,0,283,63,3
6220,2008,9,"N",0,0,0,281,2,0
6220,2009,10,"N",0,0,0,286,23,0
6221,2007,10,"N",0,0,0,71,5,0
6222,2004,7,"F",0,0,0,286,63,76
6222,2004,7,"N",0,0,0,286,63,76
6222,2005,8,"N",0,0,0,287,13,0
6222,2006,9,"N",0,0,0,10,9,0
6223,2006,8,"N",0,0,0,17,7,0
6223,2008,10,"N",0,0,0,63,1,0
6224,2004,6,"N",0,0,0,286,35,0
6224,2005,7,"N",0,0,0,287,8,0
6224,2007,9,"N",0,0,0,283,19,0
6224,2008,10,"N",0,0,0,281,58,2
6224,2009,11,"N",0,0,0,286,4,0
6225,2004,7,"F",0,0,0,279,7,0
6225,2005,8,"F",0,0,0,279,20,0
6225,2006,9,"F",0,0,0,282,19,1
6225,2007,10,"F",0,0,0,283,78,2
6225,2008,11,"F",0,0,0,281,5,0
6225,2009,12,"F",0,0,0,286,18,0
6226,2004,6,"N",0,0,0,286,7,0
6226,2005,7,"N",0,0,0,287,24,0
6226,2006,8,"N",0,0,1,282,7,0
6226,2007,9,"N",1,0,0,283,62,3
6226,2008,10,"N",1,0,0,281,5,0
6226,2009,11,"N",0,0,1,286,0,0
6227,2004,8,"F",0,1,0,286,7,0
6227,2005,9,"F",0,1,0,287,16,0
6227,2006,10,"F",0,0,0,282,6,0
6227,2007,11,"F",0,0,0,283,27,2
6227,2008,12,"F",0,0,0,281,1,0
6228,2004,6,"F",0,0,0,283,2,0
6228,2005,7,"F",0,0,0,287,9,0
6228,2006,8,"F",0,0,0,282,12,0
6228,2007,9,"F",0,0,0,283,3,0
6228,2008,10,"F",0,0,0,281,9,0
6228,2009,11,"F",0,0,0,286,53,2
6229,2005,6,"N",0,0,0,287,26,2
6229,2006,7,"N",0,0,0,281,9,0
6229,2007,8,"N",0,0,0,283,38,0
6230,2007,8,"N",0,0,0,283,16,0
6230,2008,9,"N",0,0,0,281,5,0
6231,2006,8,"N",0,0,0,91,0,0
6231,2007,9,"N",0,1,0,283,4,0
6231,2008,10,"N",0,1,0,281,4,0
6231,2009,11,"N",0,0,0,286,54,3
6232,2004,8,"N",0,0,0,286,5,0
6232,2005,9,"N",0,0,0,344,0,0
6232,2007,11,"N",0,0,0,283,37,1
6232,2008,12,"N",0,0,0,281,9,0
6233,2005,6,"F",0,0,0,285,16,0
6233,2006,7,"F",0,0,0,282,10,0
6233,2007,8,"F",0,0,0,283,4,0
6233,2008,9,"F",0,0,0,106,1,0
6234,2004,7,"N",0,0,0,286,3,0
6234,2005,8,"N",0,0,0,287,30,0
6234,2006,9,"N",0,0,0,282,26,0
6234,2007,10,"N",0,0,0,283,14,0
6234,2008,11,"N",0,0,0,281,34,0
6234,2009,12,"N",0,0,0,286,4,0
6235,2005,6,"N",0,0,0,287,2,0
6235,2006,7,"N",0,0,0,282,10,0
6235,2007,8,"N",0,0,0,283,0,0
6235,2008,9,"N",0,0,0,281,4,0
6235,2009,10,"N",0,0,0,286,9,0
6236,2004,7,"N",0,1,0,286,0,0
6236,2005,8,"N",0,1,0,287,37,2
6236,2006,9,"N",0,1,0,13,29,0
6237,2008,9,"N",0,0,0,281,3,0
6237,2009,10,"N",0,0,0,190,5,0
6238,2005,6,"F",0,0,0,287,9,0
6238,2006,7,"F",0,0,0,282,6,0
6238,2007,8,"F",1,0,0,283,0,0
6238,2008,9,"F",1,0,0,281,21,0
6238,2009,10,"F",1,0,0,286,2,0
6239,2004,6,"N",0,0,0,286,5,0
6239,2005,7,"N",0,0,0,287,15,0
6239,2006,8,"N",0,0,0,281,2,0
6239,2007,9,"N",0,0,0,135,2,0
6239,2008,10,"N",0,0,0,281,0,0
6240,2004,6,"N",0,0,0,286,4,0
6240,2005,7,"N",1,0,0,287,2,0
6240,2006,8,"N",1,0,0,281,1,0
6240,2007,9,"N",1,0,0,283,7,0
6240,2008,10,"N",1,0,0,281,2,0
6240,2009,11,"N",1,0,0,286,7,0
6241,2007,10,"N",0,0,0,100,3,0
6242,2007,9,"N",0,1,0,212,8,0
6243,2004,7,"F",0,0,0,286,4,0
6243,2005,8,"F",0,0,0,287,32,1
6243,2006,9,"F",0,0,0,282,1,0
6243,2007,10,"F",0,0,0,283,0,0
6243,2008,11,"F",0,0,0,281,1,0
6243,2009,12,"F",0,0,0,286,9,0
6244,2004,6,"F",0,0,0,286,77,2
6244,2005,7,"F",0,0,0,287,26,1
6244,2006,8,"F",0,0,0,281,1,0
6244,2007,9,"F",0,0,0,283,4,0
6244,2008,10,"F",0,0,0,281,42,3
6244,2009,11,"F",0,0,0,286,9,0
6245,2004,6,"F",0,0,0,246,9,0
6245,2005,7,"F",0,0,0,285,5,0
6245,2006,8,"F",0,0,0,282,8,0
6245,2007,9,"F",0,0,0,283,9,0
6245,2008,10,"F",0,0,0,281,17,0
6245,2009,11,"F",0,0,0,286,0,0
6246,2008,9,"N",0,0,0,33,4,0
6247,2004,7,"N",0,0,0,282,18,0
6247,2005,8,"N",0,0,0,287,9,0
6247,2006,9,"N",0,0,0,281,39,2
6248,2009,11,"F",0,1,0,139,1,0
6249,2004,6,"F",0,0,0,282,67,3
6249,2005,7,"F",0,0,0,286,29,2
6249,2006,8,"F",0,0,0,282,20,1
6249,2007,9,"F",0,0,0,283,22,0
6249,2008,10,"F",0,0,0,281,3,0
6249,2009,11,"F",0,0,0,286,0,0
6250,2004,7,"N",0,0,0,286,7,0
6250,2005,8,"N",0,0,0,285,2,0
6250,2006,9,"N",0,0,0,282,60,6
6250,2007,8,"N",0,0,0,283,9,0
6250,2007,9,"N",0,0,0,283,9,0
6250,2008,11,"N",0,0,0,281,15,0
6250,2009,12,"N",0,0,0,286,3,0
6251,2008,11,"F",1,0,0,98,4,0
6252,2007,10,"F",0,0,0,23,6,0
6252,2008,11,"F",0,0,0,281,7,0
6252,2009,12,"F",0,0,0,286,38,0
6253,2005,6,"F",0,0,0,287,20,0
6253,2006,7,"F",0,0,0,282,23,0
6253,2007,8,"F",0,0,0,283,22,0
6253,2008,9,"F",0,0,0,281,3,0
6253,2009,10,"F",0,0,0,286,10,0
6254,2009,11,"N",0,1,0,190,20,0
6255,2009,12,"F",0,0,0,117,8,0
6256,2009,12,"N",1,0,0,76,19,0
6257,2005,6,"F",0,0,0,287,6,0
6257,2006,7,"F",0,0,0,281,1,0
6257,2007,8,"F",0,0,0,283,40,1
6257,2008,9,"F",0,0,0,281,6,0
6257,2009,10,"F",0,0,0,286,61,9
6258,2004,7,"F",0,1,0,286,7,0
6258,2005,8,"F",0,1,0,285,4,0
6258,2006,9,"F",0,1,0,233,7,0
6258,2007,9,"F",0,1,0,283,1,0
6258,2008,11,"F",0,1,0,280,79,6
6258,2009,12,"F",0,1,0,285,14,0
6259,2004,6,"F",0,0,0,286,23,0
6259,2005,7,"F",0,0,0,287,77,5
6259,2006,8,"F",0,0,0,282,2,0
6259,2007,9,"F",0,0,0,283,6,0
6259,2008,10,"F",0,0,0,281,21,0
6259,2009,11,"F",0,0,0,286,3,0
6260,2005,9,"F",0,0,0,245,0,0
6260,2006,10,"F",0,0,0,182,4,0
6261,2004,6,"N",0,0,0,286,54,2
6261,2005,7,"N",0,0,0,287,99,5
6261,2006,8,"N",0,0,0,282,79,8
6261,2007,9,"N",0,0,0,283,9,0
6261,2008,10,"N",0,0,0,281,2,0
6261,2009,11,"N",0,0,0,286,21,0
6262,2006,9,"N",0,0,0,282,4,0
6262,2007,10,"N",0,0,0,283,2,0
6263,2004,6,"N",0,0,0,286,34,0
6263,2005,7,"N",0,0,0,287,8,0
6263,2006,8,"N",0,0,0,282,5,0
6263,2007,9,"N",0,0,0,283,23,0
6263,2008,10,"N",0,0,0,281,9,0
6263,2009,11,"N",0,0,0,286,7,0
6264,2008,11,"N",0,0,0,281,8,0
6264,2009,12,"N",0,0,0,286,17,1
6265,2004,6,"N",0,0,0,286,1,0
6265,2005,7,"N",0,0,0,287,10,0
6265,2006,8,"N",0,0,0,282,3,0
6265,2007,9,"N",0,0,0,283,4,0
6265,2008,10,"N",0,0,0,281,11,0
6265,2009,11,"N",0,0,0,286,19,0
6266,2004,7,"F",0,1,0,64,4,0
6266,2005,8,"F",0,1,0,287,35,1
6266,2006,9,"F",0,1,0,163,3,0
6267,2005,6,"R",0,0,0,287,18,0
6267,2006,7,"R",0,0,0,282,8,0
6267,2007,8,"R",0,0,0,283,0,0
6267,2008,9,"R",0,0,0,281,19,0
6267,2009,10,"R",0,0,0,286,32,2
6268,2004,8,"N",0,0,0,69,24,0
6268,2005,9,"N",0,0,0,12,3,0
6269,2004,8,"N",0,1,0,286,23,0
6269,2005,9,"N",0,1,0,285,4,0
6269,2006,10,"N",0,1,0,282,51,2
6269,2007,11,"N",0,1,0,283,18,0
6269,2008,12,"N",0,0,0,281,13,0
6270,2004,6,"F",0,0,0,185,6,0
6270,2005,7,"F",0,0,0,287,48,4
6270,2006,8,"F",1,0,0,282,5,0
6270,2007,8,"F",1,0,0,283,7,0
6270,2008,9,"F",1,0,0,281,3,0
6270,2009,10,"F",1,0,0,62,1,0
6271,2008,9,"N",0,0,0,281,3,0
6271,2009,10,"N",0,0,0,286,10,0
6272,2004,7,"F",0,0,0,134,4,0
6272,2005,8,"F",0,1,0,287,13,0
6272,2006,9,"F",0,1,0,282,7,0
6272,2007,9,"F",0,1,0,88,7,0
6272,2008,9,"F",0,1,0,161,1,0
6273,2004,8,"N",0,0,0,286,0,0
6273,2005,9,"N",0,0,0,4,9,0
6274,2005,6,"F",0,0,0,285,4,0
6274,2006,7,"F",0,0,0,282,6,0
6274,2007,8,"F",0,0,0,283,19,1
6274,2008,9,"F",0,0,0,281,35,0
6274,2009,10,"F",0,0,0,286,20,0
6275,2005,6,"N",0,0,0,287,0,0
6275,2006,7,"N",0,0,0,263,22,0
6275,2007,8,"N",0,0,0,283,1,0
6275,2008,9,"N",0,0,0,281,7,0
6275,2009,10,"N",0,0,0,286,5,0
6276,2008,11,"F",0,1,0,281,3,0
6276,2009,12,"F",0,1,0,286,58,2
6277,2004,7,"N",0,0,0,286,36,3
6277,2005,8,"N",1,0,0,287,20,0
6277,2006,9,"N",1,0,0,282,9,0
6277,2007,10,"N",1,0,0,283,2,0
6277,2008,11,"N",1,0,0,281,1,0
6277,2009,12,"N",1,0,0,286,36,2
6278,2009,10,"F",0,0,0,286,22,0
6279,2004,8,"N",0,0,0,226,26,1
6279,2005,9,"N",0,0,0,287,7,0
6279,2006,9,"N",0,0,0,281,14,0
6279,2007,10,"N",0,0,0,283,9,0
6279,2008,12,"N",0,0,0,281,10,0
6279,2009,12,"N",0,0,0,286,5,0
6280,2009,12,"N",0,0,0,55,32,0
6281,2004,8,"F",0,1,0,281,0,0
6281,2005,9,"F",0,1,0,344,0,0
6281,2006,10,"F",0,1,0,474,14,0
6281,2007,10,"F",0,1,0,12,3,0
6281,2008,12,"F",0,1,0,281,20,0
6282,2005,6,"F",0,0,0,286,3,0
6282,2006,7,"F",1,0,0,282,95,6
6282,2007,8,"F",1,0,0,283,2,0
6282,2008,9,"F",1,0,0,281,14,0
6282,2009,9,"F",1,0,0,225,6,0
6283,2004,7,"N",0,0,0,141,9,0
6283,2005,8,"N",0,1,0,285,30,2
6283,2006,9,"N",0,1,0,282,0,0
6283,2007,10,"N",0,1,0,283,46,2
6283,2008,11,"N",0,1,0,281,8,0
6283,2009,12,"N",0,1,0,286,7,0
6284,2004,5,"N",0,0,0,286,9,0
6284,2004,6,"N",0,0,0,286,9,0
6284,2005,7,"N",0,0,0,287,24,0
6284,2006,8,"N",0,0,0,282,45,2
6284,2007,9,"N",0,0,0,283,3,0
6284,2008,10,"N",0,0,0,281,6,0
6284,2009,11,"N",0,0,0,286,2,0
6285,2004,6,"R",0,0,0,286,71,7
6285,2005,7,"R",1,0,0,287,7,0
6285,2006,8,"R",1,0,0,282,21,0
6285,2007,9,"R",1,0,0,216,6,0
6286,2007,10,"F",0,0,0,184,3,0
6287,2004,6,"N",0,0,0,286,17,0
6287,2005,7,"N",0,0,0,287,2,0
6287,2006,8,"N",0,0,1,282,0,0
6287,2007,9,"N",1,0,0,283,50,2
6287,2008,10,"N",1,0,0,281,78,8
6287,2009,11,"N",1,0,0,286,0,0
6288,2006,9,"R",0,0,0,111,13,0
6289,2004,6,"N",0,0,0,286,49,2
6289,2005,7,"N",1,0,0,287,3,0
6289,2006,8,"N",1,0,0,281,18,0
6289,2007,9,"N",1,0,0,283,6,0
6289,2008,10,"N",1,0,0,281,63,2
6290,2005,9,"F",0,0,0,79,1,0
6290,2006,9,"F",0,0,0,282,50,2
6291,2005,6,"N",0,0,0,287,2,0
6291,2006,7,"N",0,0,0,282,0,0
6291,2007,8,"N",0,0,1,283,0,0
6291,2008,9,"N",1,0,0,281,32,0
6291,2009,10,"N",1,0,0,286,9,0
6292,2004,7,"F",0,1,0,286,43,1
6292,2005,8,"F",0,1,0,285,6,0
6292,2006,9,"F",0,1,0,282,12,0
6292,2007,10,"F",0,1,0,190,4,0
6293,2006,10,"F",0,0,0,157,4,0
6294,2004,6,"N",0,0,0,286,9,0
6294,2005,7,"N",0,0,0,287,2,0
6294,2006,8,"N",1,0,0,282,12,0
6294,2007,9,"N",1,0,0,283,9,0
6294,2008,10,"N",1,0,0,281,24,0
6294,2009,11,"N",1,0,0,286,5,0
6295,2006,9,"F",0,0,0,282,2,0
6295,2007,10,"F",0,0,0,283,9,0
6295,2008,11,"F",1,0,0,281,6,0
6295,2009,12,"F",1,0,0,286,5,0
6296,2004,6,"N",0,0,0,286,1,0
6296,2005,7,"N",0,0,0,287,6,0
6296,2006,8,"N",1,0,0,281,3,0
6296,2007,9,"N",1,0,0,283,24,0
6296,2008,10,"N",1,0,0,281,0,0
6296,2009,11,"N",1,0,0,286,57,2
6297,2004,7,"N",0,0,0,79,32,0
6297,2005,9,"N",0,0,0,287,84,5
6297,2006,9,"N",0,0,0,282,10,0
6297,2007,10,"N",1,0,0,283,8,0
6297,2008,11,"N",1,0,0,281,79,2
6297,2009,12,"N",1,0,0,286,28,0
6298,2004,6,"N",0,0,0,128,5,0
6298,2005,7,"N",0,1,0,287,6,0
6298,2006,8,"N",0,1,0,282,28,0
6298,2007,9,"N",0,1,0,283,5,0
6298,2008,10,"N",0,0,0,281,11,0
6298,2009,11,"N",0,0,0,76,2,0
6299,2004,6,"N",0,0,0,286,2,0
6299,2005,7,"N",0,0,0,287,68,3
6299,2006,8,"N",0,0,0,282,35,2
6299,2007,9,"N",0,0,0,283,0,0
6299,2008,10,"N",0,0,0,281,7,0
6299,2009,11,"N",0,0,0,286,50,2
6300,2005,6,"N",0,0,0,287,13,0
6300,2006,7,"N",0,0,0,281,4,0
6300,2007,8,"N",0,0,1,283,0,0
6300,2008,9,"N",1,0,0,281,1,0
6300,2009,10,"N",1,0,0,286,7,0
6301,2005,6,"F",0,1,0,6,8,0
6301,2007,8,"F",0,1,0,114,18,0
6301,2008,9,"F",0,1,0,147,25,0
6301,2009,9,"F",0,1,0,286,86,4
6302,2005,6,"F",0,0,0,287,51,2
6302,2006,7,"F",0,0,0,281,21,0
6302,2007,8,"F",0,0,0,283,48,1
6302,2008,9,"F",0,0,0,281,28,2
6302,2009,10,"F",0,0,0,286,5,0
6303,2005,6,"N",0,0,0,287,84,78
6303,2005,6,"F",0,0,0,287,84,78
6303,2006,7,"N",0,0,0,282,2,0
6303,2007,8,"N",0,0,0,283,5,0
6303,2008,9,"N",0,0,0,281,2,0
6303,2009,10,"N",0,0,0,286,0,0
6304,2004,6,"R",0,1,0,286,8,0
6304,2005,7,"R",0,1,0,287,72,2
6304,2006,8,"R",0,1,0,282,24,0
6305,2005,8,"F",0,1,0,260,1,0
6305,2006,9,"F",0,1,0,282,8,0
6305,2007,9,"F",0,1,0,29,14,0
6306,2006,9,"N",0,0,0,196,2,0
6306,2007,10,"N",0,0,0,283,0,0
6307,2004,8,"N",0,0,0,286,6,0
6307,2005,9,"N",0,0,0,293,2,0
6307,2006,10,"N",0,0,0,282,5,0
6307,2007,11,"N",0,0,1,283,0,0
6307,2008,12,"N",0,0,1,281,1,0
6308,2008,10,"F",0,1,0,281,47,4
6309,2008,9,"F",1,0,0,143,4,0
6309,2009,9,"F",1,0,0,285,3,0
6310,2004,6,"F",0,0,0,286,4,0
6310,2005,7,"F",0,0,0,287,46,1
6310,2006,8,"F",0,0,0,282,7,0
6310,2007,9,"F",0,0,0,283,18,0
6310,2008,10,"F",0,0,0,281,39,0
6310,2009,11,"F",0,0,0,286,62,2
6311,2004,6,"F",0,0,0,283,0,0
6311,2005,7,"F",0,1,0,285,114,48
6311,2005,7,"F",0,0,0,285,114,48
6311,2006,8,"F",0,0,0,282,1,0
6311,2007,9,"F",0,0,0,368,0,0
6312,2006,8,"F",0,1,0,212,32,1
6312,2007,9,"F",0,1,0,283,8,0
6312,2008,10,"F",0,1,0,281,7,0
6312,2009,11,"F",0,1,0,202,30,0
6313,2007,9,"N",0,0,0,342,38,2
6314,2004,7,"F",0,1,0,286,5,0
6314,2005,8,"F",1,1,0,285,55,1
6314,2006,9,"F",1,1,0,275,17,0
6314,2007,9,"F",1,1,0,128,42,2
6315,2006,8,"N",0,0,0,238,9,0
6315,2007,9,"N",0,0,0,283,9,0
6315,2008,10,"N",0,0,0,281,1,0
6315,2009,11,"N",0,0,0,286,9,0
6316,2004,7,"N",0,0,0,197,4,0
6316,2005,8,"N",0,0,0,250,1,0
6316,2006,9,"N",0,0,0,282,6,0
6316,2007,9,"N",0,0,0,342,46,4
6316,2009,12,"N",0,0,0,197,49,2
6317,2004,7,"N",0,0,0,286,3,0
6317,2005,8,"N",0,0,0,287,3,0
6317,2006,9,"N",0,0,0,341,7,0
6317,2008,11,"N",0,0,0,43,24,0
6317,2009,12,"N",0,0,0,285,8,0
6318,2008,11,"N",0,0,0,281,7,0
6318,2009,12,"N",0,0,0,286,15,1
6319,2004,6,"N",0,0,0,286,9,0
6319,2005,7,"N",0,0,0,287,6,0
6319,2006,8,"N",0,0,0,282,3,0
6319,2007,9,"N",0,0,0,283,8,0
6319,2008,10,"N",0,0,0,281,32,1
6319,2009,11,"N",0,0,0,286,22,0
6320,2005,6,"F",0,0,0,287,5,0
6320,2006,7,"F",0,0,0,282,69,4
6320,2007,8,"F",0,0,0,283,17,0
6320,2008,9,"F",0,0,0,281,52,2
6320,2009,10,"F",0,0,0,286,3,0
6321,2004,6,"N",0,0,0,286,77,4
6321,2005,7,"N",0,0,0,287,7,0
6321,2006,8,"N",0,0,0,282,2,0
6321,2007,9,"N",0,0,0,283,5,0
6321,2008,10,"N",0,0,0,281,4,0
6321,2009,11,"N",0,0,0,286,2,0
6322,2004,6,"N",0,0,0,286,15,0
6322,2005,7,"N",0,0,0,287,0,0
6322,2006,8,"N",0,0,0,282,72,5
6322,2007,9,"N",0,0,0,283,4,0
6322,2008,10,"N",0,0,0,281,9,0
6322,2009,11,"N",0,0,0,286,5,0
6323,2008,11,"N",0,0,0,101,45,2
6323,2009,12,"N",0,0,0,286,8,0
6324,2004,8,"N",0,0,0,286,16,0
6324,2005,9,"N",0,0,0,103,2,0
6325,2004,7,"F",0,0,0,286,9,0
6325,2005,8,"F",0,0,0,287,1,0
6325,2006,9,"F",0,0,0,258,7,0
6325,2007,9,"F",0,0,0,142,7,0
6326,2004,8,"N",0,0,0,286,72,2
6326,2005,9,"N",0,0,0,287,0,0
6326,2006,10,"N",0,0,0,281,4,0
6326,2007,11,"N",0,0,0,283,14,0
6326,2008,12,"N",0,0,0,281,3,0
6327,2007,8,"F",0,0,0,53,2,0
6327,2008,9,"F",0,0,0,281,52,3
6327,2009,10,"F",0,0,0,25,37,0
6328,2006,7,"N",0,0,0,129,5,0
6328,2007,8,"N",0,0,0,283,7,0
6328,2008,9,"N",0,0,0,281,4,0
6328,2009,10,"N",0,0,0,59,0,0
6329,2004,7,"N",0,0,0,286,0,0
6329,2005,8,"N",0,0,0,285,5,0
6329,2006,9,"N",0,0,0,282,17,0
6329,2007,9,"N",0,0,0,283,7,0
6329,2008,11,"N",0,0,0,281,18,0
6329,2009,12,"N",0,0,0,286,0,0
6330,2004,7,"F",0,0,0,286,53,2
6330,2005,8,"F",1,0,0,287,5,0
6330,2006,9,"F",1,0,0,282,4,0
6330,2007,10,"F",1,0,0,283,4,0
6330,2008,11,"F",1,0,0,213,58,2
6330,2009,12,"F",1,0,0,286,29,1
6331,2006,9,"F",0,0,0,59,5,0
6332,2004,8,"N",0,0,0,286,7,0
6332,2005,9,"N",0,0,0,287,7,0
6332,2006,10,"N",0,0,0,282,21,0
6332,2007,11,"N",0,0,0,283,2,0
6332,2008,12,"N",0,0,0,281,5,0
6333,2004,8,"N",0,0,0,286,2,0
6333,2005,9,"N",0,0,0,110,2,0
6334,2006,10,"F",0,1,0,282,3,0
6334,2007,11,"F",0,1,0,283,6,0
6334,2008,12,"F",0,1,0,281,24,0
6335,2005,6,"N",0,0,0,287,52,1
6335,2006,7,"N",0,0,0,282,39,1
6335,2007,8,"N",1,0,0,283,108,67
6335,2007,8,"N",0,0,0,283,108,67
6335,2008,9,"N",0,0,0,281,1,0
6335,2009,10,"N",0,0,0,286,11,0
6336,2004,8,"N",0,0,0,286,4,0
6336,2005,9,"N",0,0,0,287,4,0
6336,2006,10,"N",0,0,0,282,4,0
6336,2007,11,"N",0,0,0,283,7,0
6336,2008,12,"N",0,0,0,281,9,0
6337,2004,7,"F",0,0,0,286,6,0
6337,2005,8,"F",0,0,0,628,37,2
6337,2006,9,"F",0,0,0,282,3,0
