sid,school_year,male,race_ethnicity,birth_date,first_9th_school_year_reported,hs_diploma,hs_diploma_type,hs_diploma_date
6483,2007,1,"W",11026,2004,1,"Standard Diploma",14may2008
6483,2008,1,"W",11026,2004,1,"Standard Diploma",14may2008
6484,2006,1,"W",11758,2007,0,"",
6484,2007,1,"W",11758,2007,0,"",
6484,2008,1,"W",11758,2007,0,"",
6484,2009,1,"W",11758,2007,0,"",
6485,2006,1,"H",11395,2006,0,"",
6485,2007,1,"H",11395,2006,0,"",
6486,2004,1,"W",11396,2006,1,"Standard Diploma",17may2009
6486,2005,1,"W",11396,2006,1,"Standard Diploma",17may2009
6486,2006,1,"W",11396,2006,1,"Standard Diploma",17may2009
6486,2007,1,"W",11396,2006,1,"Standard Diploma",17may2009
6486,2008,1,"W",11396,2006,1,"Standard Diploma",17may2009
6486,2009,1,"W",11396,2006,1,"Standard Diploma",17may2009
6487,2005,1,"H",12128,2008,0,"",
6487,2006,1,"H",12128,2008,0,"",
6487,2007,1,"H",12128,2008,0,"",
6487,2008,1,"H",12128,2008,0,"",
6487,2009,1,"H",12128,2008,0,"",
6488,2005,1,"H",11398,2006,1,"Standard Diploma",17may2009
6488,2006,1,"H",11398,2006,1,"Standard Diploma",17may2009
6488,2007,1,"H",11398,2006,1,"Standard Diploma",17may2009
6488,2008,1,"H",11398,2006,1,"Standard Diploma",17may2009
6488,2009,1,"H",11398,2006,1,"Standard Diploma",17may2009
6489,2009,1,"H",11399,,1,"Standard Diploma",17may2009
6490,2006,1,"A",11765,2007,0,"",
6490,2007,1,"A",11765,2007,0,"",
6491,2004,1,"H",11034,2004,1,"Standard Diploma",14may2008
6491,2005,1,"H",11034,2004,1,"Standard Diploma",14may2008
6491,2006,1,"H",11034,2004,1,"Standard Diploma",14may2008
6491,2007,1,"H",11034,2004,1,"Standard Diploma",14may2008
6491,2008,1,"H",11034,2004,1,"Standard Diploma",14may2008
6492,2009,1,"H",12132,2009,0,"",
6493,2005,1,"H",12132,2008,0,"",
6493,2006,1,"H",12132,2008,0,"",
6493,2007,1,"H",12132,2008,0,"",
6493,2008,1,"H",12132,2008,0,"",
6493,2009,1,"H",12132,2008,0,"",
6494,2004,1,"H",11767,2007,0,"",
6494,2005,1,"H",11767,2007,0,"",
6494,2006,1,"H",11767,2007,0,"",
6494,2007,1,"H",11767,2007,0,"",
6494,2008,1,"H",11767,2007,0,"",
6494,2009,1,"H",11767,2007,0,"",
6495,2004,1,"W",11037,2005,1,"Standard Diploma",14may2008
6495,2005,1,"W",11037,2005,1,"Standard Diploma",14may2008
6495,2006,1,"W",11037,2005,1,"Standard Diploma",14may2008
6495,2007,1,"W",11037,2005,1,"Standard Diploma",14may2008
6495,2008,1,"W",11037,2005,1,"Standard Diploma",14may2008
6496,2005,1,"H",11038,2005,0,"",
6497,2007,1,"W",11039,,0,"",
6498,2008,1,"W",11404,,1,"Standard Diploma",17may2009
6498,2009,1,"W",11404,,1,"Standard Diploma",17may2009
6499,2004,1,"H",11771,2007,0,"",
6499,2005,1,"H",11771,2007,0,"",
6499,2006,1,"H",11771,2007,0,"",
6499,2007,1,"H",11771,2007,0,"",
6499,2008,1,"H",11771,2007,0,"",
6499,2009,1,"H",11771,2007,0,"",
6500,2008,1,"NA",11406,,0,"",
6501,2008,1,"H",12138,2008,0,"",
6502,2004,1,"H",11407,2006,1,"Standard Diploma",17may2009
6502,2005,1,"H",11407,2006,1,"Standard Diploma",17may2009
6502,2006,1,"H",11407,2006,1,"Standard Diploma",17may2009
6502,2007,1,"H",11407,2006,1,"Standard Diploma",17may2009
6502,2008,1,"H",11407,2006,1,"Standard Diploma",17may2009
6502,2009,1,"H",11407,2006,1,"Standard Diploma",17may2009
6503,2009,1,"W",11407,,0,"",
6504,2004,1,"H",11773,2007,0,"",
6504,2005,1,"H",11773,2007,0,"",
6504,2006,1,"H",11773,2007,0,"",
6504,2007,1,"H",11773,2007,0,"",
6505,2005,1,"W",11773,2007,0,"",
6505,2006,1,"W",11773,2007,0,"",
6505,2007,1,"W",11773,2007,0,"",
6505,2008,1,"W",11773,2007,0,"",
6505,2009,1,"W",11773,2007,0,"",
6506,2004,1,"H",11774,2007,0,"",
6506,2005,1,"H",11774,2007,0,"",
6506,2006,1,"H",11774,2007,0,"",
6506,2007,1,"H",11774,2007,0,"",
6506,2008,1,"H",11774,2007,0,"",
6506,2009,1,"H",11774,2007,0,"",
6507,2004,1,"H",12140,2008,0,"",
6507,2005,1,"H",12140,2008,0,"",
6507,2006,1,"H",12140,2008,0,"",
6507,2008,1,"H",12140,2008,0,"",
6507,2009,1,"H",12140,2008,0,"",
6508,2004,1,"H",11776,2007,0,"",
6508,2005,1,"H",11776,2007,0,"",
6508,2007,1,"H",11776,2007,0,"",
6508,2008,1,"H",11776,2007,0,"",
6508,2009,1,"H",11776,2007,0,"",
6509,2004,1,"M/O",11045,2005,0,"",
6510,2004,1,"W",11777,2007,0,"",
6510,2007,1,"W",11777,2007,0,"",
6510,2008,1,"W",11777,2007,0,"",
6511,2007,1,"W",12143,,0,"",
6511,2009,1,"W",12143,,0,"",
6512,2004,1,"H",11415,,0,"",
6512,2007,1,"H",11415,,0,"",
6512,2008,1,"H",11415,,0,"",
6513,2004,1,"W",11781,2007,0,"",
6513,2005,1,"W",11781,2007,0,"",
6513,2006,1,"W",11781,2007,0,"",
6513,2007,1,"W",11781,2007,0,"",
6513,2008,1,"W",11781,2007,0,"",
6513,2009,1,"W",11781,2007,0,"",
6514,2007,1,"A",11051,,0,"",
6515,2004,1,"W",11054,2005,1,"Standard Diploma",14may2008
6515,2005,1,"W",11054,2005,1,"Standard Diploma",14may2008
6515,2006,1,"W",11054,2005,1,"Standard Diploma",14may2008
6515,2007,1,"W",11054,2005,1,"Standard Diploma",14may2008
6515,2008,1,"W",11054,2005,1,"Standard Diploma",14may2008
6516,2004,1,"H",11785,2007,0,"",
6516,2005,1,"H",11785,2007,0,"",
6516,2006,1,"H",11785,2007,0,"",
6516,2007,1,"H",11785,2007,0,"",
6516,2008,1,"H",11785,2007,0,"",
6516,2009,1,"H",11785,2007,0,"",
6517,2008,1,"H",12150,2008,0,"",
6517,2009,1,"H",12150,2008,0,"",
6518,2005,1,"W",11421,2006,0,"",
6518,2006,1,"W",11421,2006,0,"",
6519,2007,1,"H",11788,2007,0,"",
6519,2008,1,"H",11788,2007,0,"",
6519,2009,1,"H",11788,2007,0,"",
6520,2005,1,"A",12155,2008,0,"",
6520,2006,1,"A",12155,2008,0,"",
6520,2007,1,"A",12155,2008,0,"",
6520,2008,1,"A",12155,2008,0,"",
6520,2009,1,"A",12155,2008,0,"",
6521,2004,1,"W",12155,2008,0,"",
6521,2005,1,"W",12155,2008,0,"",
6521,2006,1,"W",12155,2008,0,"",
6521,2007,1,"W",12155,2008,0,"",
6521,2008,1,"W",12155,2008,0,"",
6522,2004,1,"H",11790,2007,0,"",
6522,2005,1,"H",11790,2007,0,"",
6522,2006,1,"H",11790,2007,0,"",
6522,2007,1,"H",11790,2007,0,"",
6522,2008,1,"H",11790,2007,0,"",
6522,2009,1,"H",11790,2007,0,"",
6523,2005,1,"W",12156,2008,0,"",
6523,2006,1,"W",12156,2008,0,"",
6523,2007,1,"W",12156,2008,0,"",
6523,2008,1,"W",12156,2008,0,"",
6523,2009,1,"W",12156,2008,0,"",
6524,2004,1,"W",11791,2007,0,"",
6524,2005,1,"W",11791,2007,0,"",
6524,2006,1,"W",11791,2007,0,"",
6524,2007,1,"W",11791,2007,0,"",
6524,2008,1,"W",11791,2007,0,"",
6524,2009,1,"W",11791,2007,0,"",
6525,2004,1,"M/O",11791,2007,0,"",
6525,2005,1,"M/O",11791,2007,0,"",
6525,2006,1,"M/O",11791,2007,0,"",
6525,2007,1,"M/O",11791,2007,0,"",
6525,2008,1,"M/O",11791,2007,0,"",
6526,2004,1,"H",11060,2005,1,"Standard Diploma",14may2008
6526,2005,1,"H",11060,2005,1,"Standard Diploma",14may2008
6526,2006,1,"H",11060,2005,1,"Standard Diploma",14may2008
6526,2007,1,"H",11060,2005,1,"Standard Diploma",14may2008
6526,2008,1,"H",11060,2005,1,"Standard Diploma",14may2008
6527,2004,1,"H",11061,,1,"Standard Diploma",09may2007
6527,2006,1,"H",11061,,1,"Standard Diploma",09may2007
6527,2007,1,"H",11061,,1,"Standard Diploma",09may2007
6528,2004,1,"W",11794,2007,0,"",
6528,2005,1,"W",11794,2007,0,"",
6528,2006,1,"W",11794,2007,0,"",
6528,2007,1,"W",11794,2007,0,"",
6528,2008,1,"W",11794,2007,0,"",
6528,2009,1,"W",11794,2007,0,"",
6529,2004,1,"H",11429,2006,1,"Standard Diploma",17may2009
6529,2005,1,"H",11429,2006,1,"Standard Diploma",17may2009
6529,2006,1,"H",11429,2006,1,"Standard Diploma",17may2009
6529,2007,1,"H",11429,2006,1,"Standard Diploma",17may2009
6529,2008,1,"H",11429,2006,1,"Standard Diploma",17may2009
6529,2009,1,"H",11429,2006,1,"Standard Diploma",17may2009
6530,2005,1,"H",12160,2008,0,"",
6530,2006,1,"H",12160,2008,0,"",
6530,2007,1,"H",12160,2008,0,"",
6530,2008,1,"H",12160,2008,0,"",
6530,2009,1,"H",12160,2008,0,"",
6531,2004,1,"H",11430,2006,0,"",
6531,2005,1,"H",11430,2006,0,"",
6531,2006,1,"H",11430,2006,0,"",
6532,2004,1,"H",11796,2007,0,"",
6532,2005,1,"H",11796,2007,0,"",
6532,2006,1,"H",11796,2007,0,"",
6532,2007,1,"H",11796,2007,0,"",
6532,2008,1,"H",11796,2007,0,"",
6532,2009,1,"H",11796,2007,0,"",
6533,2005,1,"H",12161,2008,0,"",
6533,2006,1,"H",12161,2008,0,"",
6533,2007,1,"H",12161,2008,0,"",
6533,2008,1,"H",12161,2008,0,"",
6533,2009,1,"H",12161,2008,0,"",
6534,2004,1,"H",11066,2005,1,"Standard Diploma",14may2008
6534,2005,1,"H",11066,2005,1,"Standard Diploma",14may2008
6534,2006,1,"H",11066,2005,1,"Standard Diploma",14may2008
6534,2007,1,"H",11066,2005,1,"Standard Diploma",14may2008
6534,2008,1,"H",11066,2005,1,"Standard Diploma",14may2008
6535,2004,1,"W",11071,2005,1,"Standard Diploma",14may2008
6535,2005,1,"W",11071,2005,1,"Standard Diploma",14may2008
6535,2006,1,"W",11071,2005,1,"Standard Diploma",14may2008
6535,2007,1,"W",11071,2005,1,"Standard Diploma",14may2008
6535,2008,1,"W",11071,2005,1,"Standard Diploma",14may2008
6536,2004,1,"H",11436,2006,1,"Standard Diploma",17may2009
6536,2005,1,"H",11436,2006,1,"Standard Diploma",17may2009
6536,2006,1,"H",11436,2006,1,"Standard Diploma",17may2009
6536,2007,1,"H",11436,2006,1,"Standard Diploma",17may2009
6536,2008,1,"H",11436,2006,1,"Standard Diploma",17may2009
6536,2009,1,"H",11436,2006,1,"Standard Diploma",17may2009
6537,2005,1,"H",11071,2005,0,"",
6538,2005,1,"H",11436,2006,1,"Standard Diploma",17may2009
6538,2006,1,"H",11436,2006,1,"Standard Diploma",17may2009
6538,2007,1,"H",11436,2006,1,"Standard Diploma",17may2009
6538,2008,1,"H",11436,2006,1,"Standard Diploma",17may2009
6538,2009,1,"H",11436,2006,1,"Standard Diploma",17may2009
6539,2006,1,"M/O",12168,2008,0,"",
6539,2007,1,"M/O",12168,2008,0,"",
6539,2008,1,"M/O",12168,2008,0,"",
6540,2004,1,"W",11803,2007,0,"",
6540,2007,1,"W",11803,2007,0,"",
6540,2008,1,"W",11803,2007,0,"",
6540,2009,1,"W",11803,2007,0,"",
6541,2007,1,"NA",12168,2008,0,"",
6541,2008,1,"NA",12168,2008,0,"",
6541,2009,1,"NA",12168,2008,0,"",
6542,2004,1,"W",11804,2007,0,"",
6542,2005,1,"W",11804,2007,0,"",
6542,2006,1,"W",11804,2007,0,"",
6542,2007,1,"W",11804,2007,0,"",
6542,2008,1,"W",11804,2007,0,"",
6542,2009,1,"W",11804,2007,0,"",
6543,2004,1,"H",11074,2005,1,"Standard Diploma",14may2009
6543,2005,1,"H",11074,2005,1,"Standard Diploma",14may2009
6543,2006,1,"H",11074,2005,1,"Standard Diploma",14may2009
6543,2007,1,"H",11074,2005,1,"Standard Diploma",14may2009
6543,2008,1,"H",11074,2005,1,"Standard Diploma",14may2009
6544,2005,1,"B",11076,2005,0,"",
6544,2006,1,"B",11076,2005,0,"",
6545,2004,1,"W",11442,2006,0,"",
6545,2005,1,"W",11442,2006,0,"",
6545,2006,1,"W",11442,2006,0,"",
6545,2007,1,"W",11442,2006,0,"",
6546,2004,1,"H",11078,2005,1,"Standard Diploma",14may2008
6546,2005,1,"H",11078,2005,1,"Standard Diploma",14may2008
6546,2006,1,"H",11078,2005,1,"Standard Diploma",14may2008
6546,2007,1,"H",11078,2005,1,"Standard Diploma",14may2008
6546,2008,1,"H",11078,2005,1,"Standard Diploma",14may2008
6547,2004,1,"H",11078,2005,0,"",
6547,2005,1,"H",11078,2005,0,"",
6547,2006,1,"H",11078,2005,0,"",
6548,2005,1,"W",12174,2008,0,"",
6548,2006,1,"W",12174,2008,0,"",
6548,2007,1,"W",12174,2008,0,"",
6548,2008,1,"W",12174,2008,0,"",
6548,2009,1,"W",12174,2008,0,"",
6549,2004,1,"H",11078,2005,0,"",
6550,2005,1,"H",12177,2008,0,"",
6550,2006,1,"H",12177,2008,0,"",
6550,2007,1,"H",12177,2008,0,"",
6550,2008,1,"H",12177,2008,0,"",
6550,2009,1,"H",12177,2008,0,"",
6551,2004,1,"H",11812,2007,0,"",
6551,2005,1,"H",11812,2007,0,"",
6551,2006,1,"H",11812,2007,0,"",
6551,2007,1,"H",11812,2007,0,"",
6551,2008,1,"H",11812,2007,0,"",
6552,2005,1,"A",12177,2008,0,"",
6552,2006,1,"A",12177,2008,0,"",
6552,2007,1,"A",12177,2008,0,"",
6552,2008,1,"A",12177,2008,0,"",
6552,2009,1,"A",12177,2008,0,"",
6553,2007,1,"H",12179,2008,0,"",
6553,2008,1,"H",12179,2008,0,"",
6553,2009,1,"H",12179,2008,0,"",
6554,2005,1,"W",12179,2008,0,"",
6554,2006,1,"W",12179,2008,0,"",
6554,2007,1,"W",12179,2008,0,"",
6554,2008,1,"W",12179,2008,0,"",
6554,2009,1,"W",12179,2008,0,"",
6555,2006,1,"H",11084,,0,"",
6555,2007,1,"H",11084,,0,"",
6556,2004,1,"A",11084,2005,1,"Standard Diploma",14may2008
6556,2005,1,"A",11084,2005,1,"Standard Diploma",14may2008
6556,2006,1,"A",11084,2005,1,"Standard Diploma",14may2008
6556,2007,1,"A",11084,2005,1,"Standard Diploma",14may2008
6556,2008,1,"A",11084,2005,1,"Standard Diploma",14may2008
6557,2004,1,"H",11815,2007,0,"",
6557,2005,1,"H",11815,2007,0,"",
6557,2006,1,"H",11815,2007,0,"",
6557,2007,1,"H",11815,2007,0,"",
6557,2008,1,"H",11815,2007,0,"",
6557,2009,1,"H",11815,2007,0,"",
6558,2004,1,"A",11085,2005,0,"",
6558,2005,1,"A",11085,2005,0,"",
6559,2008,1,"H",11085,,0,"",
6560,2005,1,"H",12182,2008,0,"",
6560,2006,1,"H",12182,2008,0,"",
6560,2007,1,"H",12182,2008,0,"",
6560,2008,1,"H",12182,2008,0,"",
6561,2004,1,"H",11452,2006,0,"",
6561,2005,1,"H",11452,2006,0,"",
6561,2006,1,"H",11452,2006,0,"",
6561,2007,1,"H",11452,2006,0,"",
6562,2004,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6562,2005,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6562,2006,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6562,2007,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6562,2008,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6562,2009,1,"H",11452,2006,1,"Standard Diploma",10jul2009
6563,2004,1,"H",11452,2006,1,"Standard Diploma",17may2009
6563,2005,1,"H",11452,2006,1,"Standard Diploma",17may2009
6563,2006,1,"H",11452,2006,1,"Standard Diploma",17may2009
6563,2007,1,"H",11452,2006,1,"Standard Diploma",17may2009
6563,2008,1,"H",11452,2006,1,"Standard Diploma",17may2009
6563,2009,1,"H",11452,2006,1,"Standard Diploma",17may2009
6564,2005,1,"W",12185,2008,0,"",
6564,2008,1,"W",12185,2008,0,"",
6564,2009,1,"W",12185,2008,0,"",
6565,2004,1,"H",11455,2006,0,"",
6565,2005,1,"H",11455,2006,0,"",
6565,2006,1,"H",11455,2006,0,"",
6566,2004,1,"A",11090,2005,1,"Standard Diploma",14may2008
6566,2005,1,"A",11090,2005,1,"Standard Diploma",14may2008
6566,2006,1,"A",11090,2005,1,"Standard Diploma",14may2008
6566,2007,1,"A",11090,2005,1,"Standard Diploma",14may2008
6566,2008,1,"A",11090,2005,1,"Standard Diploma",14may2008
6567,2004,1,"H",11456,2005,1,"Standard Diploma",17may2009
6567,2005,1,"H",11456,2005,1,"Standard Diploma",17may2009
6567,2006,1,"H",11456,2005,1,"Standard Diploma",17may2009
6567,2007,1,"H",11456,2005,1,"Standard Diploma",17may2009
6567,2008,1,"H",11456,2005,1,"Standard Diploma",17may2009
6567,2009,1,"H",11456,2005,1,"Standard Diploma",17may2009
6568,2004,1,"H",11092,2005,0,"",
6568,2005,1,"H",11092,2005,0,"",
6568,2006,1,"H",11092,2005,0,"",
6568,2007,1,"H",11092,2005,0,"",
6569,2005,1,"H",12189,2008,0,"",
6569,2006,1,"H",12189,2008,0,"",
6569,2007,1,"H",12189,2008,0,"",
6569,2008,1,"H",12189,2008,0,"",
6569,2009,1,"H",12189,2008,0,"",
6570,2004,1,"W",11824,2007,0,"",
6570,2007,1,"W",11824,2007,0,"",
6571,2004,1,"W",11460,2006,0,"",
6571,2005,1,"W",11460,2006,0,"",
6571,2006,1,"W",11460,2006,0,"",
6571,2007,1,"W",11460,2006,0,"",
6571,2008,1,"W",11460,2006,0,"",
6571,2009,1,"W",11460,2006,0,"",
6572,2006,1,"H",11462,2006,0,"",
6573,2004,1,"H",11463,2006,1,"Standard Diploma",17may2009
6573,2005,1,"H",11463,2006,1,"Standard Diploma",17may2009
6573,2006,1,"H",11463,2006,1,"Standard Diploma",17may2009
6573,2007,1,"H",11463,2006,1,"Standard Diploma",17may2009
6573,2008,1,"H",11463,2006,1,"Standard Diploma",17may2009
6573,2009,1,"H",11463,2006,1,"Standard Diploma",17may2009
6574,2005,1,"H",12197,2008,0,"",
6574,2006,1,"H",12197,2008,0,"",
6574,2007,1,"H",12197,2008,0,"",
6574,2008,1,"H",12197,2008,0,"",
6574,2009,1,"H",12197,2008,0,"",
6575,2004,1,"H",11103,2005,0,"Standard Diploma",
6575,2005,1,"H",11103,2005,0,"Standard Diploma",
6575,2006,1,"H",11103,2005,0,"Standard Diploma",
6575,2007,1,"H",11103,2005,0,"Standard Diploma",
6575,2008,1,"H",11103,2005,0,"Standard Diploma",
6575,2009,1,"H",11103,2005,0,"Standard Diploma",
6576,2004,1,"H",11105,2005,0,"",
6576,2005,1,"H",11105,2005,0,"",
6576,2006,1,"H",11105,2005,0,"",
6576,2007,1,"H",11105,2005,0,"",
6577,2005,1,"H",12201,2008,0,"",
6577,2006,1,"H",12201,2008,0,"",
6577,2007,1,"H",12201,2008,0,"",
6577,2008,1,"H",12201,2008,0,"",
6577,2009,1,"H",12201,2008,0,"",
6578,2004,1,"H",11837,2007,0,"",
6578,2005,1,"H",11837,2007,0,"",
6578,2006,1,"H",11837,2007,0,"",
6578,2007,1,"H",11837,2007,0,"",
6579,2005,1,"H",12202,2008,0,"",
6579,2006,1,"H",12202,2008,0,"",
6579,2007,1,"H",12202,2008,0,"",
6579,2008,1,"H",12202,2008,0,"",
6579,2009,1,"H",12202,2008,0,"",
6580,2005,1,"H",12203,2008,0,"",
6580,2006,1,"H",12203,2008,0,"",
6580,2007,1,"H",12203,2008,0,"",
6580,2008,1,"H",12203,2008,0,"",
6580,2009,1,"H",12203,2008,0,"",
6581,2004,1,"H",11108,2005,0,"",
6581,2005,1,"H",11108,2005,0,"",
6582,2005,1,"H",12204,2008,0,"",
6582,2006,1,"H",12204,2008,0,"",
6582,2007,1,"H",12204,2008,0,"",
6582,2008,1,"H",12204,2008,0,"",
6583,2006,1,"H",11113,,0,"",
6584,2004,1,"H",11844,2007,0,"",
6584,2005,1,"H",11844,2007,0,"",
6584,2006,1,"H",11844,2007,0,"",
6584,2007,1,"H",11844,2007,0,"",
6584,2008,1,"H",11844,2007,0,"",
6584,2009,1,"H",11844,2007,0,"",
6585,2004,1,"H",11845,2007,0,"",
6585,2005,1,"H",11845,2007,0,"",
6585,2006,1,"H",11845,2007,0,"",
6585,2007,1,"H",11845,2007,0,"",
6585,2008,1,"H",11845,2007,0,"",
6585,2009,1,"H",11845,2007,0,"",
6586,2004,1,"H",11116,2005,1,"Standard Diploma",14may2008
6586,2005,1,"H",11116,2005,1,"Standard Diploma",14may2008
6586,2006,1,"H",11116,2005,1,"Standard Diploma",14may2008
6586,2007,1,"H",11116,2005,1,"Standard Diploma",14may2008
6586,2008,1,"H",11116,2005,1,"Standard Diploma",14may2008
6587,2004,1,"H",11847,2007,0,"",
6587,2005,1,"H",11847,2007,0,"",
6587,2006,1,"H",11847,2007,0,"",
6587,2007,1,"H",11847,2007,0,"",
6587,2008,1,"H",11847,2007,0,"",
6587,2009,1,"H",11847,2007,0,"",
6588,2004,1,"A",11117,2005,0,"",
6588,2005,1,"A",11117,2005,0,"",
6589,2005,1,"H",12214,2008,0,"",
6589,2006,1,"H",12214,2008,0,"",
6589,2007,1,"H",12214,2008,0,"",
6589,2008,1,"H",12214,2008,0,"",
6589,2009,1,"H",12214,2008,0,"",
6590,2004,1,"H",11483,2006,1,"Standard Diploma",17may2009
6590,2005,1,"H",11483,2006,1,"Standard Diploma",17may2009
6590,2006,1,"H",11483,2006,1,"Standard Diploma",17may2009
6590,2007,1,"H",11483,2006,1,"Standard Diploma",17may2009
6590,2008,1,"H",11483,2006,1,"Standard Diploma",17may2009
6590,2009,1,"H",11483,2006,1,"Standard Diploma",17may2009
6591,2004,1,"H",11849,2007,0,"",
6591,2005,1,"H",11849,2007,0,"",
6591,2007,1,"H",11849,2007,0,"",
6591,2008,1,"H",11849,2007,0,"",
6591,2009,1,"H",11849,2007,0,"",
6592,2005,1,"B",11483,2006,0,"",
6592,2006,1,"B",11483,2006,0,"",
6592,2007,1,"B",11483,2006,0,"",
6592,2008,1,"B",11483,2006,0,"",
6593,2006,1,"B",11119,,0,"",
6594,2004,1,"B",11120,2005,0,"",
6594,2005,1,"B",11120,2005,0,"",
6594,2006,1,"B",11120,2005,0,"",
6595,2005,1,"H",12216,2008,0,"",
6595,2006,1,"H",12216,2008,0,"",
6595,2007,1,"H",12216,2008,0,"",
6595,2008,1,"H",12216,2008,0,"",
6595,2009,1,"H",12216,2008,0,"",
6596,2004,1,"B",11485,2006,1,"Standard Diploma",17may2009
6596,2005,1,"B",11485,2006,1,"Standard Diploma",17may2009
6596,2006,1,"B",11485,2006,1,"Standard Diploma",17may2009
6596,2007,1,"B",11485,2006,1,"Standard Diploma",17may2009
6596,2008,1,"B",11485,2006,1,"Standard Diploma",17may2009
6596,2009,1,"B",11485,2006,1,"Standard Diploma",17may2009
6597,2004,1,"H",11485,2006,1,"Standard Diploma",17may2009
6597,2005,1,"H",11485,2006,1,"Standard Diploma",17may2009
6597,2006,1,"H",11485,2006,1,"Standard Diploma",17may2009
6597,2007,1,"H",11485,2006,1,"Standard Diploma",17may2009
6597,2008,1,"H",11485,2006,1,"Standard Diploma",17may2009
6597,2009,1,"H",11485,2006,1,"Standard Diploma",17may2009
6598,2004,1,"W",11485,2006,1,"Standard Diploma",17may2009
6598,2005,1,"W",11485,2006,1,"Standard Diploma",17may2009
6598,2006,1,"W",11485,2006,1,"Standard Diploma",17may2009
6598,2007,1,"W",11485,2006,1,"Standard Diploma",17may2009
6598,2008,1,"W",11485,2006,1,"Standard Diploma",17may2009
6598,2009,1,"W",11485,2006,1,"Standard Diploma",17may2009
6599,2004,1,"H",11485,2006,0,"",
6599,2005,1,"H",11485,2006,0,"",
6599,2006,1,"H",11485,2006,0,"",
6599,2007,1,"H",11485,2006,0,"",
6599,2009,1,"H",11485,2006,0,"",
6600,2004,1,"W",11486,2006,1,"Standard Diploma",17may2009
6600,2005,1,"W",11486,2006,1,"Standard Diploma",17may2009
6600,2006,1,"W",11486,2006,1,"Standard Diploma",17may2009
6600,2007,1,"W",11486,2006,1,"Standard Diploma",17may2009
6600,2008,1,"W",11486,2006,1,"Standard Diploma",17may2009
6600,2009,1,"W",11486,2006,1,"Standard Diploma",17may2009
6601,2006,1,"H",11489,2006,0,"",
6602,2004,1,"B",11125,2005,0,"",
6602,2005,1,"B",11125,2005,0,"",
6603,2004,1,"W",11125,2005,0,"",
6604,2004,1,"H",11490,2006,1,"Standard Diploma",17may2009
6604,2005,1,"H",11490,2006,1,"Standard Diploma",17may2009
6604,2006,1,"H",11490,2006,1,"Standard Diploma",17may2009
6604,2007,1,"H",11490,2006,1,"Standard Diploma",17may2009
6604,2008,1,"H",11490,2006,1,"Standard Diploma",17may2009
6604,2009,1,"H",11490,2006,1,"Standard Diploma",17may2009
6605,2008,1,"W",12221,2008,0,"",
6606,2004,1,"W",11857,2007,0,"",
6606,2005,1,"W",11857,2007,0,"",
6606,2006,1,"W",11857,2007,0,"",
6606,2007,1,"W",11857,2007,0,"",
6606,2008,1,"W",11857,2007,0,"",
6606,2009,1,"W",11857,2007,0,"",
6607,2007,1,"B",11857,2007,0,"",
6608,2004,1,"W",11491,2006,1,"Standard Diploma",17may2009
6608,2005,1,"W",11491,2006,1,"Standard Diploma",17may2009
6608,2006,1,"W",11491,2006,1,"Standard Diploma",17may2009
6608,2007,1,"W",11491,2006,1,"Standard Diploma",17may2009
6608,2008,1,"W",11491,2006,1,"Standard Diploma",17may2009
6608,2009,1,"W",11491,2006,1,"Standard Diploma",17may2009
6609,2004,1,"H",11859,2007,0,"",
6609,2005,1,"H",11859,2007,0,"",
6609,2006,1,"H",11859,2007,0,"",
6609,2007,1,"H",11859,2007,0,"",
6609,2008,1,"H",11859,2007,0,"",
6609,2009,1,"H",11859,2007,0,"",
6610,2004,1,"H",11859,2007,0,"",
6610,2005,1,"H",11859,2007,0,"",
6610,2006,1,"H",11859,2007,0,"",
6610,2007,1,"H",11859,2007,0,"",
6610,2008,1,"H",11859,2007,0,"",
6610,2009,1,"H",11859,2007,0,"",
6611,2004,1,"W",11130,2005,1,"Standard Diploma",14may2008
6611,2005,1,"W",11130,2005,1,"Standard Diploma",14may2008
6611,2006,1,"W",11130,2005,1,"Standard Diploma",14may2008
6611,2007,1,"W",11130,2005,1,"Standard Diploma",14may2008
6611,2008,1,"W",11130,2005,1,"Standard Diploma",14may2008
6612,2006,1,"H",11861,2007,0,"",
6612,2007,1,"H",11861,2007,0,"",
6612,2008,1,"H",11861,2007,0,"",
6613,2004,1,"W",11130,2005,1,"Standard Diploma",14may2008
6613,2005,1,"W",11130,2005,1,"Standard Diploma",14may2008
6613,2006,1,"W",11130,2005,1,"Standard Diploma",14may2008
6613,2007,1,"W",11130,2005,1,"Standard Diploma",14may2008
6613,2008,1,"W",11130,2005,1,"Standard Diploma",14may2008
6614,2005,1,"B",12226,2008,0,"",
6614,2006,1,"B",12226,2008,0,"",
6614,2007,1,"B",12226,2008,0,"",
6614,2008,1,"B",12226,2008,0,"",
6614,2009,1,"B",12226,2008,0,"",
6615,2005,1,"H",12228,2008,0,"",
6615,2006,1,"H",12228,2008,0,"",
6615,2007,1,"H",12228,2008,0,"",
6615,2008,1,"H",12228,2008,0,"",
6615,2009,1,"H",12228,2008,0,"",
6616,2004,1,"H",11863,2007,0,"",
